"Date","Price","Open","High","Low","Vol.","Change %"
"May 28, 2020","4,771.39","4,718.11","4,784.09","4,701.52","127.44M","1.76%"
"May 27, 2020","4,688.74","4,621.77","4,711.99","4,614.41","177.96M","1.79%"
"May 26, 2020","4,606.24","4,588.30","4,619.84","4,573.89","140.17M","1.46%"
"May 25, 2020","4,539.91","4,482.54","4,539.91","4,451.56","65.97M","2.15%"
"May 22, 2020","4,444.56","4,381.82","4,475.35","4,368.80","99.19M","-0.02%"
"May 21, 2020","4,445.45","4,443.92","4,498.08","4,429.27","88.24M","-1.15%"
"May 20, 2020","4,496.98","4,434.62","4,499.79","4,396.20","107.24M","0.87%"
"May 19, 2020","4,458.16","4,536.07","4,536.07","4,421.11","138.77M","-0.89%"
"May 18, 2020","4,498.34","4,361.03","4,508.95","4,354.73","119.51M","5.16%"
"May 15, 2020","4,277.63","4,314.97","4,335.77","4,255.19","111.24M","0.11%"
"May 14, 2020","4,273.13","4,294.01","4,313.26","4,194.58","127.63M","-1.65%"
"May 13, 2020","4,344.95","4,420.50","4,422.74","4,336.56","103.29M","-2.85%"
"May 12, 2020","4,472.50","4,473.43","4,499.39","4,453.65","99.27M","-0.39%"
"May 11, 2020","4,490.22","4,561.19","4,569.76","4,460.24","83.49M","-1.31%"
"May 08, 2020","4,549.64","4,538.09","4,560.19","4,519.59","49.41M","1.07%"
"May 07, 2020","4,501.44","4,456.44","4,503.94","4,440.98","78.23M","1.54%"
"May 06, 2020","4,433.38","4,484.16","4,484.16","4,425.78","83.24M","-1.11%"
"May 05, 2020","4,483.13","4,455.74","4,492.52","4,419.95","93.37M","2.40%"
"May 04, 2020","4,378.23","4,413.14","4,427.74","4,362.13","124.81M","-4.24%"
"Apr 30, 2020","4,572.18","4,693.28","4,719.74","4,554.91","141.61M","-2.12%"
"Apr 29, 2020","4,671.11","4,566.29","4,678.93","4,552.81","111.69M","2.22%"
"Apr 28, 2020","4,569.79","4,507.42","4,601.94","4,493.51","104.39M","1.43%"
"Apr 27, 2020","4,505.26","4,479.86","4,505.26","4,448.05","75.90M","2.55%"
"Apr 24, 2020","4,393.32","4,387.03","4,448.73","4,366.09","81.30M","-1.30%"
"Apr 23, 2020","4,451.00","4,450.19","4,495.90","4,395.75","90.08M","0.89%"
"Apr 22, 2020","4,411.80","4,382.20","4,417.57","4,361.44","84.20M","1.25%"
"Apr 21, 2020","4,357.46","4,467.49","4,477.31","4,357.46","98.90M","-3.77%"
"Apr 20, 2020","4,528.30","4,531.34","4,531.34","4,426.24","79.83M","0.65%"
"Apr 17, 2020","4,499.01","4,470.92","4,550.78","4,464.09","134.39M","3.42%"
"Apr 16, 2020","4,350.16","4,402.38","4,418.65","4,318.90","107.75M","-0.08%"
"Apr 15, 2020","4,353.72","4,511.87","4,525.50","4,335.59","119.36M","-3.76%"
"Apr 14, 2020","4,523.91","4,553.55","4,577.84","4,497.56","104.76M","0.38%"
"Apr 09, 2020","4,506.85","4,512.30","4,543.69","4,409.04","126.59M","1.44%"
"Apr 08, 2020","4,442.75","4,397.36","4,442.75","4,333.09","96.26M","0.10%"
"Apr 07, 2020","4,438.27","4,489.40","4,527.60","4,379.27","146.54M","2.12%"
"Apr 06, 2020","4,346.14","4,298.50","4,353.21","4,268.52","141.47M","4.61%"
"Apr 03, 2020","4,154.58","4,204.81","4,214.59","4,142.28","124.04M","-1.57%"
"Apr 02, 2020","4,220.96","4,243.84","4,265.56","4,143.16","135.20M","0.33%"
"Apr 01, 2020","4,207.24","4,259.94","4,266.69","4,186.45","141.86M","-4.30%"
"Mar 31, 2020","4,396.12","4,437.78","4,468.52","4,309.72","151.40M","0.40%"
"Mar 30, 2020","4,378.51","4,362.09","4,379.15","4,216.41","119.40M","0.62%"
"Mar 27, 2020","4,351.49","4,433.95","4,471.37","4,288.66","144.02M","-4.23%"
"Mar 26, 2020","4,543.58","4,332.79","4,543.58","4,296.06","150.66M","2.51%"
"Mar 25, 2020","4,432.30","4,339.71","4,453.01","4,221.32","176.94M","4.47%"
"Mar 24, 2020","4,242.70","4,087.61","4,242.70","4,038.06","185.44M","8.39%"
"Mar 23, 2020","3,914.31","3,869.01","4,097.82","3,851.17","195.85M","-3.32%"
"Mar 20, 2020","4,048.80","4,066.79","4,109.11","3,984.30","271.87M","5.01%"
"Mar 19, 2020","3,855.50","3,833.99","3,909.15","3,691.08","199.53M","2.68%"
"Mar 18, 2020","3,754.84","3,905.53","3,908.72","3,726.45","214.27M","-5.94%"
"Mar 17, 2020","3,991.78","4,041.33","4,042.46","3,759.00","225.79M","2.84%"
"Mar 16, 2020","3,881.46","3,886.82","3,962.01","3,632.06","311.60M","-5.75%"
"Mar 13, 2020","4,118.36","4,234.37","4,438.51","4,055.19","326.46M","1.83%"
"Mar 12, 2020","4,044.26","4,374.67","4,404.26","4,025.89","371.40M","-12.28%"
"Mar 11, 2020","4,610.25","4,716.22","4,766.00","4,603.05","206.90M","-0.57%"
"Mar 10, 2020","4,636.61","4,770.62","4,924.84","4,615.16","280.31M","-1.51%"
"Mar 09, 2020","4,707.91","4,845.27","4,863.34","4,691.20","329.16M","-8.39%"
"Mar 06, 2020","5,139.11","5,253.82","5,284.08","5,117.57","198.43M","-4.14%"
"Mar 05, 2020","5,361.10","5,490.52","5,494.16","5,329.24","155.48M","-1.90%"
"Mar 04, 2020","5,464.89","5,400.43","5,493.25","5,357.35","152.46M","1.33%"
"Mar 03, 2020","5,393.17","5,408.15","5,509.28","5,371.66","186.27M","1.12%"
"Mar 02, 2020","5,333.52","5,416.02","5,430.05","5,197.57","201.84M","0.44%"
"Feb 28, 2020","5,309.90","5,310.82","5,376.05","5,229.56","268.47M","-3.38%"
"Feb 27, 2020","5,495.60","5,571.72","5,613.72","5,421.31","216.33M","-3.32%"
"Feb 26, 2020","5,684.55","5,646.14","5,707.31","5,526.14","161.98M","0.09%"
"Feb 25, 2020","5,679.68","5,825.37","5,828.46","5,670.71","143.62M","-1.94%"
"Feb 24, 2020","5,791.87","5,875.86","5,884.86","5,765.17","175.27M","-3.94%"
"Feb 21, 2020","6,029.72","6,035.03","6,067.29","5,995.14","97.33M","-0.54%"
"Feb 20, 2020","6,062.30","6,105.17","6,110.95","6,062.30","91.06M","-0.80%"
"Feb 19, 2020","6,111.24","6,086.11","6,111.41","6,072.66","80.16M","0.90%"
"Feb 18, 2020","6,056.82","6,042.38","6,079.50","6,039.94","89.93M","-0.48%"
"Feb 17, 2020","6,085.95","6,079.53","6,088.60","6,064.92","58.00M","0.27%"
"Feb 14, 2020","6,069.35","6,096.07","6,096.07","6,067.14","77.99M","-0.39%"
"Feb 13, 2020","6,093.14","6,076.92","6,098.26","6,028.28","92.67M","-0.19%"
"Feb 12, 2020","6,104.73","6,064.25","6,104.73","6,062.97","92.68M","0.83%"
"Feb 11, 2020","6,054.76","6,047.96","6,060.97","6,032.79","81.57M","0.65%"
"Feb 10, 2020","6,015.67","6,008.48","6,018.31","5,993.91","65.70M","-0.23%"
"Feb 07, 2020","6,029.75","6,027.54","6,044.97","5,999.95","82.35M","-0.14%"
"Feb 06, 2020","6,038.18","6,045.04","6,050.94","6,008.55","106.15M","0.88%"
"Feb 05, 2020","5,985.40","5,919.06","6,004.33","5,912.49","107.84M","0.85%"
"Feb 04, 2020","5,935.05","5,863.36","5,935.05","5,862.82","85.60M","1.76%"
"Feb 03, 2020","5,832.51","5,822.04","5,857.40","5,804.14","75.68M","0.45%"
"Jan 31, 2020","5,806.34","5,891.71","5,894.69","5,799.04","101.86M","-1.11%"
"Jan 30, 2020","5,871.77","5,886.02","5,904.08","5,846.45","89.99M","-1.40%"
"Jan 29, 2020","5,954.89","5,921.97","5,969.73","5,916.23","74.11M","0.49%"
"Jan 28, 2020","5,925.82","5,886.81","5,933.72","5,857.23","84.49M","1.07%"
"Jan 27, 2020","5,863.02","5,924.06","5,942.83","5,851.00","104.04M","-2.68%"
"Jan 24, 2020","6,024.26","6,019.60","6,064.55","6,016.77","82.33M","0.88%"
"Jan 23, 2020","5,971.79","5,992.47","6,024.32","5,961.87","90.04M","-0.65%"
"Jan 22, 2020","6,010.98","6,053.85","6,069.26","6,005.77","69.41M","-0.58%"
"Jan 21, 2020","6,045.99","6,034.24","6,045.99","5,994.17","63.92M","-0.54%"
"Jan 20, 2020","6,078.54","6,092.97","6,094.09","6,071.17","41.27M","-0.36%"
"Jan 17, 2020","6,100.72","6,066.29","6,109.81","6,066.29","79.32M","1.02%"
"Jan 16, 2020","6,039.03","6,039.62","6,058.97","6,021.03","76.03M","0.11%"
"Jan 15, 2020","6,032.61","6,042.72","6,053.01","6,011.28","79.85M","-0.14%"
"Jan 14, 2020","6,040.89","6,037.45","6,046.12","5,980.05","75.44M","0.08%"
"Jan 13, 2020","6,036.14","6,040.91","6,058.69","6,018.33","65.19M","-0.02%"
"Jan 10, 2020","6,037.11","6,056.74","6,057.83","6,028.29","64.39M","-0.09%"
"Jan 09, 2020","6,042.55","6,066.75","6,071.66","6,034.15","67.96M","0.19%"
"Jan 08, 2020","6,031.00","5,986.81","6,031.00","5,972.77","71.43M","0.31%"
"Jan 07, 2020","6,012.35","6,033.22","6,065.74","6,000.00","69.59M","-0.02%"
"Jan 06, 2020","6,013.59","6,001.21","6,017.97","5,955.25","69.06M","-0.51%"
"Jan 03, 2020","6,044.16","6,007.96","6,044.16","5,994.59","60.49M","0.04%"
"Jan 02, 2020","6,041.50","6,016.61","6,062.92","6,011.21","63.96M","1.06%"
"Dec 31, 2019","5,978.06","5,970.59","5,987.22","5,958.25","20.67M","-0.07%"
"Dec 30, 2019","5,982.22","6,028.96","6,037.70","5,982.22","40.32M","-0.91%"
"Dec 27, 2019","6,037.39","6,039.95","6,065.00","6,027.72","47.29M","0.13%"
"Dec 24, 2019","6,029.55","6,027.19","6,033.99","6,025.62","12.44M","0.00%"
"Dec 23, 2019","6,029.37","6,013.56","6,035.95","6,005.96","46.60M","0.13%"
"Dec 20, 2019","6,021.53","5,979.53","6,024.17","5,966.88","151.36M","0.82%"
"Dec 19, 2019","5,972.28","5,963.87","5,972.28","5,942.88","72.32M","0.21%"
"Dec 18, 2019","5,959.60","5,971.40","5,983.02","5,959.60","80.80M","-0.15%"
"Dec 17, 2019","5,968.26","5,989.48","5,989.48","5,955.36","84.48M","-0.39%"
"Dec 16, 2019","5,991.66","5,946.65","6,003.38","5,942.30","77.24M","1.23%"
"Dec 13, 2019","5,919.02","5,968.86","5,972.17","5,907.22","113.20M","0.59%"
"Dec 12, 2019","5,884.26","5,871.20","5,915.65","5,845.00","91.51M","0.40%"
"Dec 11, 2019","5,860.88","5,844.02","5,865.88","5,825.42","62.94M","0.22%"
"Dec 10, 2019","5,848.03","5,833.48","5,851.11","5,776.67","73.07M","0.18%"
"Dec 09, 2019","5,837.25","5,865.73","5,870.79","5,836.14","56.25M","-0.59%"
"Dec 06, 2019","5,871.91","5,815.75","5,871.91","5,811.29","75.93M","1.21%"
"Dec 05, 2019","5,801.55","5,808.26","5,849.78","5,801.46","73.42M","0.03%"
"Dec 04, 2019","5,799.68","5,725.97","5,812.71","5,725.97","89.69M","1.27%"
"Dec 03, 2019","5,727.22","5,787.14","5,800.93","5,697.06","86.29M","-1.03%"
"Dec 02, 2019","5,786.74","5,910.12","5,947.68","5,781.03","99.39M","-2.01%"
"Nov 29, 2019","5,905.17","5,895.89","5,929.79","5,885.66","61.64M","-0.13%"
"Nov 28, 2019","5,912.72","5,909.95","5,919.13","5,900.21","42.73M","-0.24%"
"Nov 27, 2019","5,926.84","5,943.45","5,947.30","5,921.92","68.03M","-0.05%"
"Nov 26, 2019","5,929.62","5,927.41","5,941.51","5,909.93","112.04M","0.08%"
"Nov 25, 2019","5,924.86","5,917.84","5,933.75","5,908.29","62.13M","0.54%"
"Nov 22, 2019","5,893.13","5,885.61","5,930.46","5,885.61","75.15M","0.20%"
"Nov 21, 2019","5,881.21","5,860.55","5,895.57","5,834.26","76.24M","-0.22%"
"Nov 20, 2019","5,894.03","5,880.69","5,902.95","5,859.58","74.18M","-0.25%"
"Nov 19, 2019","5,909.05","5,936.99","5,966.79","5,895.91","72.29M","-0.35%"
"Nov 18, 2019","5,929.79","5,939.64","5,942.47","5,900.35","70.81M","-0.16%"
"Nov 15, 2019","5,939.27","5,933.07","5,947.62","5,907.95","74.07M","0.65%"
"Nov 14, 2019","5,901.08","5,902.40","5,916.90","5,894.07","67.17M","-0.10%"
"Nov 13, 2019","5,907.09","5,908.16","5,917.57","5,874.06","76.99M","-0.21%"
"Nov 12, 2019","5,919.75","5,904.27","5,931.19","5,897.30","72.09M","0.44%"
"Nov 11, 2019","5,893.82","5,873.74","5,906.33","5,871.71","60.61M","0.07%"
"Nov 08, 2019","5,889.70","5,867.42","5,889.70","5,861.61","94.39M","-0.02%"
"Nov 07, 2019","5,890.99","5,888.84","5,894.87","5,871.18","105.69M","0.41%"
"Nov 06, 2019","5,866.74","5,847.61","5,876.27","5,838.40","86.95M","0.34%"
"Nov 05, 2019","5,846.89","5,825.60","5,850.01","5,818.94","78.41M","0.39%"
"Nov 04, 2019","5,824.30","5,788.36","5,833.69","5,784.85","86.43M","1.08%"
"Nov 01, 2019","5,761.89","5,749.48","5,778.29","5,739.70","65.87M","0.56%"
"Oct 31, 2019","5,729.86","5,770.26","5,778.24","5,718.63","112.06M","-0.62%"
"Oct 30, 2019","5,765.87","5,749.69","5,765.87","5,720.27","90.96M","0.45%"
"Oct 29, 2019","5,740.14","5,728.10","5,742.08","5,715.26","74.57M","0.17%"
"Oct 28, 2019","5,730.57","5,720.73","5,747.10","5,711.10","69.81M","0.15%"
"Oct 25, 2019","5,722.15","5,694.90","5,722.64","5,671.82","71.71M","0.67%"
"Oct 24, 2019","5,684.33","5,678.26","5,691.50","5,659.95","83.63M","0.55%"
"Oct 23, 2019","5,653.44","5,617.30","5,657.65","5,616.02","75.28M","-0.08%"
"Oct 22, 2019","5,657.69","5,644.98","5,658.65","5,612.86","67.30M","0.17%"
"Oct 21, 2019","5,648.35","5,633.04","5,664.58","5,625.10","77.64M","0.21%"
"Oct 18, 2019","5,636.25","5,653.08","5,667.59","5,621.87","95.32M","-0.65%"
"Oct 17, 2019","5,673.07","5,679.92","5,737.15","5,673.07","88.70M","-0.42%"
"Oct 16, 2019","5,696.90","5,703.39","5,708.91","5,677.96","83.93M","-0.09%"
"Oct 15, 2019","5,702.05","5,676.74","5,724.31","5,659.69","88.01M","1.04%"
"Oct 14, 2019","5,643.08","5,646.33","5,649.67","5,600.11","65.36M","-0.40%"
"Oct 11, 2019","5,665.48","5,576.95","5,667.40","5,574.26","115.45M","1.73%"
"Oct 10, 2019","5,569.05","5,520.98","5,581.07","5,487.17","87.26M","1.27%"
"Oct 09, 2019","5,499.14","5,458.16","5,515.64","5,447.01","69.27M","0.78%"
"Oct 08, 2019","5,456.62","5,526.01","5,531.29","5,451.72","72.69M","-1.18%"
"Oct 07, 2019","5,521.61","5,476.77","5,524.19","5,461.59","60.95M","0.61%"
"Oct 04, 2019","5,488.32","5,456.83","5,488.32","5,426.00","76.20M","0.91%"
"Oct 03, 2019","5,438.77","5,432.01","5,472.62","5,393.49","83.77M","0.30%"
"Oct 02, 2019","5,422.77","5,587.14","5,589.20","5,422.77","104.45M","-3.12%"
"Oct 01, 2019","5,597.63","5,696.20","5,704.93","5,594.93","75.96M","-1.41%"
"Sep 30, 2019","5,677.79","5,636.15","5,678.20","5,624.94","77.13M","0.66%"
"Sep 27, 2019","5,640.58","5,627.44","5,645.36","5,621.58","69.25M","0.36%"
"Sep 26, 2019","5,620.57","5,573.63","5,632.15","5,572.41","71.04M","0.66%"
"Sep 25, 2019","5,583.80","5,598.50","5,600.76","5,531.62","80.84M","-0.79%"
"Sep 24, 2019","5,628.33","5,644.46","5,648.46","5,625.24","67.26M","-0.04%"
"Sep 23, 2019","5,630.76","5,679.31","5,683.93","5,619.29","81.63M","-1.05%"
"Sep 20, 2019","5,690.78","5,655.37","5,696.25","5,647.53","188.62M","0.56%"
"Sep 19, 2019","5,659.08","5,617.70","5,662.86","5,616.91","78.68M","0.68%"
"Sep 18, 2019","5,620.65","5,609.92","5,634.79","5,601.65","68.99M","0.09%"
"Sep 17, 2019","5,615.51","5,602.96","5,619.45","5,587.74","82.37M","0.24%"
"Sep 16, 2019","5,602.23","5,626.61","5,632.74","5,602.23","76.13M","-0.94%"
"Sep 13, 2019","5,655.46","5,649.23","5,672.07","5,638.17","85.60M","0.22%"
"Sep 12, 2019","5,642.86","5,633.95","5,667.46","5,596.37","110.36M","0.44%"
"Sep 11, 2019","5,618.06","5,606.43","5,626.05","5,606.43","92.10M","0.44%"
"Sep 10, 2019","5,593.21","5,586.88","5,596.94","5,555.51","106.34M","0.08%"
"Sep 09, 2019","5,588.95","5,606.36","5,611.59","5,579.93","73.88M","-0.27%"
"Sep 06, 2019","5,603.99","5,592.07","5,610.70","5,581.54","71.14M","0.19%"
"Sep 05, 2019","5,593.37","5,569.59","5,605.88","5,559.82","84.38M","1.11%"
"Sep 04, 2019","5,532.07","5,518.92","5,537.10","5,508.50","60.94M","1.21%"
"Sep 03, 2019","5,466.07","5,484.36","5,484.54","5,441.18","57.45M","-0.49%"
"Sep 02, 2019","5,493.04","5,483.43","5,502.58","5,479.82","42.35M","0.23%"
"Aug 30, 2019","5,480.48","5,451.60","5,504.01","5,446.58","78.42M","0.56%"
"Aug 29, 2019","5,449.97","5,359.00","5,452.90","5,354.55","69.42M","1.51%"
"Aug 28, 2019","5,368.80","5,372.08","5,375.04","5,322.99","62.43M","-0.34%"
"Aug 27, 2019","5,387.09","5,349.85","5,399.18","5,321.88","70.02M","0.67%"
"Aug 26, 2019","5,351.02","5,310.16","5,377.02","5,300.99","49.09M","0.45%"
"Aug 23, 2019","5,326.87","5,413.41","5,421.28","5,326.87","70.29M","-1.14%"
"Aug 22, 2019","5,388.25","5,414.81","5,439.64","5,378.25","70.43M","-0.87%"
"Aug 21, 2019","5,435.48","5,360.03","5,441.35","5,360.03","57.21M","1.70%"
"Aug 20, 2019","5,344.64","5,363.59","5,391.23","5,328.94","65.79M","-0.50%"
"Aug 19, 2019","5,371.56","5,333.13","5,378.74","5,325.72","71.54M","1.34%"
"Aug 16, 2019","5,300.79","5,254.62","5,306.07","5,249.33","99.10M","1.22%"
"Aug 15, 2019","5,236.93","5,274.90","5,278.07","5,170.77","88.56M","-0.27%"
"Aug 14, 2019","5,251.30","5,367.54","5,367.54","5,233.86","97.17M","-2.08%"
"Aug 13, 2019","5,363.07","5,292.94","5,402.99","5,268.47","99.39M","0.99%"
"Aug 12, 2019","5,310.31","5,362.39","5,386.46","5,293.76","60.27M","-0.33%"
"Aug 09, 2019","5,327.92","5,368.84","5,374.90","5,317.91","73.30M","-1.11%"
"Aug 08, 2019","5,387.96","5,333.18","5,387.96","5,305.86","81.70M","2.31%"
"Aug 07, 2019","5,266.51","5,252.73","5,312.31","5,226.39","92.20M","0.61%"
"Aug 06, 2019","5,234.65","5,245.52","5,297.45","5,234.65","90.98M","-0.13%"
"Aug 05, 2019","5,241.55","5,296.08","5,315.60","5,230.46","108.78M","-2.19%"
"Aug 02, 2019","5,359.00","5,427.55","5,455.13","5,350.76","135.04M","-3.57%"
"Aug 01, 2019","5,557.41","5,500.91","5,563.65","5,499.88","83.90M","0.70%"
"Jul 31, 2019","5,518.90","5,511.51","5,538.59","5,503.13","86.82M","0.14%"
"Jul 30, 2019","5,511.07","5,610.73","5,611.00","5,496.77","90.06M","-1.61%"
