Date,Price,Open,High,Low,Vol,Change %
11-Nov-10,"12,934.74","12,925.08","12,941.94","12,850.75",201.99M,-0.06%
10-Nov-10,"12,942.64","12,905.02","12,942.64","12,786.97",257.64M,0.20%
09-Nov-10,"12,916.63","13,109.32","13,114.05","12,877.55",292.26M,-1.04%
08-Nov-10,"13,052.48","12,940.31","13,052.48","12,923.96",222.27M,0.99%
05-Nov-10,"12,925.11","12,894.56","13,001.16","12,881.20",272.72M,0.36%
04-Nov-10,"12,878.79","12,831.11","12,921.27","12,676.00",301.96M,1.64%
03-Nov-10,"12,671.12","12,685.39","12,703.90","12,569.44",232.23M,-0.08%
02-Nov-10,"12,681.42","12,718.92","12,721.49","12,660.46",159.42M,0.13%
01-Nov-10,"12,664.81","12,725.90","12,759.06","12,639.79",158.68M,-0.09%
29-Oct-10,"12,676.24","12,560.29","12,681.92","12,561.38",184.43M,0.89%
28-Oct-10,"12,564.09","12,611.13","12,620.95","12,504.80",190.64M,-0.03%
27-Oct-10,"12,567.25","12,626.26","12,680.54","12,508.67",213.78M,-0.93%
26-Oct-10,"12,684.68","12,607.05","12,694.52","12,602.79",180.93M,0.17%
25-Oct-10,"12,663.58","12,671.26","12,692.59","12,608.95",171.42M,0.50%
22-Oct-10,"12,601.18","12,621.25","12,625.26","12,566.32",161.47M,0.02%
21-Oct-10,"12,599.23","12,658.55","12,674.09","12,575.47",219.44M,-0.40%
20-Oct-10,"12,649.92","12,561.16","12,667.66","12,557.29",179.93M,0.63%
19-Oct-10,"12,570.55","12,551.29","12,661.02","12,518.54",216.52M,-0.77%
18-Oct-10,"12,668.01","12,596.15","12,672.63","12,600.91",148.48M,0.47%
15-Oct-10,"12,609.07","12,648.01","12,652.80","12,549.46",181.51M,-0.08%
14-Oct-10,"12,619.69","12,670.92","12,708.37","12,588.48",208.12M,-0.42%
13-Oct-10,"12,673.31","12,638.08","12,710.19","12,576.70",274.72M,0.78%
12-Oct-10,"12,575.64","12,530.03","12,581.85","12,479.57",184.26M,0.32%
08-Oct-10,"12,535.59","12,466.95","12,540.95","12,445.93",180.41M,0.72%
07-Oct-10,"12,445.93","12,509.30","12,522.96","12,375.02",232.35M,-0.45%
06-Oct-10,"12,501.72","12,511.76","12,511.65","12,447.06",207.40M,0.03%
05-Oct-10,"12,498.00","12,394.38","12,509.83","12,327.77",246.21M,1.42%
04-Oct-10,"12,322.94","12,368.04","12,375.15","12,262.69",157.34M,-0.32%
01-Oct-10,"12,363.08","12,400.11","12,446.85","12,363.08",208.56M,-0.05%
30-Sep-10,"12,368.65","12,404.21","12,406.36","12,257.85",271.24M,-0.11%
29-Sep-10,"12,382.82","12,255.50","12,382.82","12,237.28",216.33M,0.85%
28-Sep-10,"12,278.88","12,178.95","12,279.67","12,123.80",219.39M,0.72%
27-Sep-10,"12,190.60","12,211.11","12,246.37","12,189.61",166.25M,-0.12%
24-Sep-10,"12,204.86","12,168.05","12,219.20","12,103.63",200.78M,0.85%
23-Sep-10,"12,101.79","12,098.69","12,159.63","12,055.55",183.98M,-0.37%
22-Sep-10,"12,147.26","12,209.26","12,253.15","12,139.75",186.61M,-0.19%
21-Sep-10,"12,170.57","12,256.85","12,253.16","12,129.84",255.13M,-0.52%
20-Sep-10,"12,234.51","12,190.47","12,281.36","12,166.67",191.04M,0.58%
17-Sep-10,"12,164.56","12,262.30","12,250.78","12,140.82",437.46M,-0.07%
16-Sep-10,"12,173.35","12,145.96","12,180.19","12,106.45",198.80M,0.23%
15-Sep-10,"12,144.84","12,160.10","12,191.92","12,081.57",184.88M,-0.39%
14-Sep-10,"12,192.98","12,151.14","12,251.47","12,147.03",207.85M,0.35%
13-Sep-10,"12,149.86","12,147.35","12,156.97","12,101.41",189.97M,0.44%
10-Sep-10,"12,097.09","12,023.51","12,097.09","12,021.80",213.19M,0.53%
09-Sep-10,"12,033.53","12,106.43","12,116.05","11,997.72",185.54M,-0.07%
08-Sep-10,"12,042.26","12,102.41","12,160.70","12,040.17",191.01M,-0.49%
07-Sep-10,"12,101.98","12,148.05","12,146.49","12,070.58",147.62M,-0.35%
03-Sep-10,"12,144.92","12,136.60","12,197.89","12,108.97",199.11M,0.28%
02-Sep-10,"12,111.09","12,040.34","12,111.94","12,003.70",215.06M,0.89%
01-Sep-10,"12,003.78","11,978.29","12,016.06","11,914.23",236.08M,0.75%
31-Aug-10,"11,913.86","11,894.34","11,990.76","11,845.17",231.32M,0.15%
30-Aug-10,"11,895.55","11,873.12","11,952.64","11,865.75",137.65M,0.13%
27-Aug-10,"11,879.72","11,700.42","11,887.81","11,637.95",178.41M,1.94%
26-Aug-10,"11,653.18","11,667.25","11,707.07","11,618.69",190.94M,0.04%
25-Aug-10,"11,648.12","11,515.08","11,648.12","11,469.25",202.77M,0.79%
24-Aug-10,"11,557.35","11,610.81","11,706.94","11,553.43",193.43M,-1.38%
23-Aug-10,"11,718.63","11,751.52","11,774.36","11,712.28",162.05M,-0.03%
20-Aug-10,"11,722.07","11,672.53","11,736.18","11,594.72",160.72M,0.10%
19-Aug-10,"11,710.18","11,775.28","11,801.15","11,669.33",187.37M,-0.60%
18-Aug-10,"11,781.08","11,722.49","11,806.46","11,646.03",173.70M,0.45%
17-Aug-10,"11,728.64","11,677.33","11,744.84","11,552.63",207.05M,1.52%
16-Aug-10,"11,552.76","11,527.70","11,558.82","11,493.62",152.06M,0.21%
13-Aug-10,"11,528.25","11,505.17","11,548.57","11,491.07",164.37M,0.04%
12-Aug-10,"11,523.60","11,513.16","11,579.71","11,480.52",243.57M,-0.51%
11-Aug-10,"11,582.21","11,736.42","11,833.87","11,565.03",187.67M,-2.16%
10-Aug-10,"11,838.29","11,778.43","11,871.25","11,749.46",166.18M,-0.21%
09-Aug-10,"11,863.56","11,846.69","11,878.36","11,783.40",146.66M,0.54%
06-Aug-10,"11,799.97","11,752.90","11,822.38","11,700.08",187.28M,0.21%
05-Aug-10,"11,774.77","11,819.17","11,845.43","11,747.79",227.18M,-0.59%
04-Aug-10,"11,845.05","11,843.80","11,855.92","11,784.79",191.09M,0.53%
03-Aug-10,"11,782.60","11,829.32","11,872.89","11,713.91",228.19M,0.59%
30-Jul-10,"11,713.43","11,667.89","11,746.80","11,603.81",153.67M,-0.13%
29-Jul-10,"11,728.64","11,746.77","11,771.78","11,634.13",205.44M,0.27%
28-Jul-10,"11,696.63","11,667.54","11,716.29","11,659.11",174.78M,-0.17%
27-Jul-10,"11,716.69","11,803.73","11,822.68","11,683.83",190.68M,-0.25%
26-Jul-10,"11,746.07","11,742.41","11,768.46","11,679.62",134.59M,0.27%
23-Jul-10,"11,714.21","11,679.04","11,722.64","11,622.93",147.80M,0.40%
22-Jul-10,"11,667.76","11,573.20","11,667.95","11,513.37",182.22M,1.34%
21-Jul-10,"11,513.33","11,668.67","11,661.42","11,465.65",166.37M,-1.00%
20-Jul-10,"11,629.88","11,454.30","11,629.88","11,446.01",187.92M,0.75%
19-Jul-10,"11,543.47","11,542.22","11,580.30","11,447.80",157.28M,-0.23%
16-Jul-10,"11,569.65","11,690.19","11,741.80","11,503.82",186.76M,-1.47%
15-Jul-10,"11,741.77","11,643.11","11,741.77","11,552.40",191.61M,1.05%
14-Jul-10,"11,620.16","11,673.00","11,694.05","11,606.84",169.89M,-0.45%
13-Jul-10,"11,672.84","11,678.39","11,695.56","11,573.25",196.26M,0.93%
12-Jul-10,"11,565.76","11,567.36","11,600.81","11,497.32",146.21M,-0.04%
09-Jul-10,"11,570.45","11,430.74","11,570.45","11,393.86",159.36M,1.20%
08-Jul-10,"11,433.37","11,482.61","11,475.72","11,330.61",222.37M,0.32%
07-Jul-10,"11,397.27","11,227.69","11,397.34","11,201.33",315.67M,1.76%
06-Jul-10,"11,200.17","11,195.31","11,269.88","11,093.92",218.61M,0.97%
05-Jul-10,"11,092.50","11,163.03","11,192.37","11,065.53",54.28M,-0.92%
02-Jul-10,"11,196.06","11,245.26","11,311.01","11,146.79",149.31M,-0.87%
30-Jun-10,"11,294.42","11,266.53","11,415.26","11,258.36",198.63M,0.27%
29-Jun-10,"11,263.83","11,508.07","11,594.61","11,244.03",237.76M,-2.96%
28-Jun-10,"11,607.00","11,715.25","11,718.90","11,602.22",142.22M,-0.86%
25-Jun-10,"11,707.85","11,692.92","11,774.42","11,619.36",150.62M,0.32%
24-Jun-10,"11,670.18","11,774.91","11,805.75","11,661.07",131.02M,-1.16%
23-Jun-10,"11,807.50","11,784.13","11,849.83","11,729.95",164.07M,0.08%
22-Jun-10,"11,797.94","11,910.61","11,952.89","11,796.37",158.05M,-1.16%
21-Jun-10,"11,936.08","12,042.75","12,077.01","11,905.65",192.62M,0.07%
18-Jun-10,"11,927.59","11,990.17","12,017.92","11,927.59",355.14M,-0.15%
17-Jun-10,"11,945.97","11,968.44","11,981.36","11,908.88",177.61M,0.21%
16-Jun-10,"11,921.05","11,873.92","11,938.59","11,864.87",166.23M,0.11%
15-Jun-10,"11,907.54","11,702.13","11,907.54","11,670.53",188.67M,2.06%
14-Jun-10,"11,667.34","11,730.06","11,781.20","11,652.98",164.95M,0.00%
11-Jun-10,"11,666.92","11,591.38","11,693.69","11,586.35",150.09M,0.27%
10-Jun-10,"11,635.85","11,514.78","11,637.83","11,450.64",177.33M,1.62%
09-Jun-10,"11,450.64","11,575.02","11,613.08","11,436.37",208.97M,-0.58%
08-Jun-10,"11,517.18","11,522.17","11,559.47","11,402.45",230.88M,0.11%
07-Jun-10,"11,504.74","11,570.37","11,616.67","11,493.63",201.11M,-0.56%
04-Jun-10,"11,569.61","11,661.89","11,811.87","11,548.93",212.46M,-2.05%
03-Jun-10,"11,811.87","11,824.24","11,842.29","11,692.03",227.71M,0.26%
02-Jun-10,"11,780.67","11,619.17","11,780.67","11,569.34",277.59M,1.80%
01-Jun-10,"11,571.97","11,702.20","11,778.84","11,566.85",247.64M,-1.62%
31-May-10,"11,762.99","11,765.45","11,762.99","11,671.44",58.67M,0.78%
28-May-10,"11,671.44","11,778.93","11,799.56","11,640.85",174.61M,-0.66%
27-May-10,"11,749.12","11,608.64","11,755.09","11,543.90",235.53M,1.78%
26-May-10,"11,543.90","11,699.74","11,723.88","11,518.06",295.82M,0.22%
25-May-10,"11,518.08","11,270.73","11,522.29","11,263.16",253.64M,-0.03%
21-May-10,"11,521.35","11,244.45","11,539.11","11,179.97",212.58M,1.01%
20-May-10,"11,405.95","11,494.98","11,665.77","11,381.41",287.93M,-2.23%
19-May-10,"11,665.77","11,700.46","11,787.21","11,514.14",260.92M,-0.84%
18-May-10,"11,764.51","11,891.10","11,959.69","11,760.78",227.52M,-0.41%
17-May-10,"11,813.00","11,999.83","12,014.97","11,695.61",230.55M,-1.68%
14-May-10,"12,014.97","12,088.02","12,116.59","11,891.04",210.46M,-0.84%
13-May-10,"12,116.59","12,170.89","12,210.39","12,059.06",205.67M,-0.65%
12-May-10,"12,195.97","12,102.63","12,204.98","12,000.61",237.16M,1.63%
11-May-10,"12,000.61","11,931.71","12,093.51","11,916.16",255.88M,0.44%
10-May-10,"11,947.90","12,011.82","12,024.49","11,692.43",205.45M,2.18%
07-May-10,"11,692.43","11,749.90","11,842.43","11,556.95",281.58M,-1.27%
06-May-10,"11,842.43","11,845.75","11,949.00","11,422.73",365.16M,-0.28%
05-May-10,"11,875.13","11,862.43","12,030.86","11,754.28",284.61M,-1.29%
04-May-10,"12,030.86","12,164.88","12,196.51","11,954.50",256.14M,-1.36%
03-May-10,"12,196.51","12,273.98","12,294.63","12,165.84",179.45M,-0.12%
30-Apr-10,"12,210.70","12,247.37","12,308.13","12,184.25",246.93M,0.09%
29-Apr-10,"12,200.32","12,110.72","12,227.03","12,076.89",223.55M,1.02%
28-Apr-10,"12,076.89","12,165.01","12,173.27","12,075.79",222.61M,-0.58%
27-Apr-10,"12,146.74","12,255.55","12,321.76","12,143.16",221.20M,-1.09%
26-Apr-10,"12,280.97","12,254.22","12,297.88","12,234.68",155.93M,0.34%
23-Apr-10,"12,239.64","12,167.85","12,248.41","12,126.79",192.23M,0.65%
22-Apr-10,"12,160.87","12,053.30","12,160.87","11,985.32",201.92M,0.22%
21-Apr-10,"12,134.56","12,135.29","12,158.18","12,070.69",182.20M,0.17%
20-Apr-10,"12,113.53","12,122.03","12,159.90","12,102.97",179.25M,0.09%
19-Apr-10,"12,102.97","11,974.71","12,102.97","11,953.95",185.35M,0.27%
16-Apr-10,"12,070.66","12,190.58","12,211.52","12,019.90",209.41M,-1.15%
15-Apr-10,"12,211.52","12,178.62","12,249.54","12,168.71",164.37M,0.06%
14-Apr-10,"12,204.41","12,141.70","12,211.57","12,095.93",177.25M,0.85%
13-Apr-10,"12,101.52","12,091.45","12,148.66","12,025.41",145.61M,-0.39%
12-Apr-10,"12,148.66","12,167.53","12,214.39","12,139.23",163.20M,-0.23%
09-Apr-10,"12,176.84","12,150.53","12,211.12","12,113.53",163.37M,0.52%
08-Apr-10,"12,113.53","12,060.65","12,139.01","11,975.94",179.57M,0.02%
07-Apr-10,"12,110.90","12,137.14","12,159.97","12,059.31",210.59M,-0.38%
06-Apr-10,"12,156.71","12,135.57","12,200.07","12,120.25",163.85M,-0.24%
05-Apr-10,"12,186.35","12,190.83","12,203.39","12,151.06",146.62M,0.29%
01-Apr-10,"12,151.06","12,069.91","12,157.35","12,037.73",190.58M,0.94%
31-Mar-10,"12,037.73","12,063.33","12,080.47","11,983.35",192.93M,-0.05%
30-Mar-10,"12,044.21","12,042.17","12,061.71","12,022.83",153.31M,0.12%
29-Mar-10,"12,029.72","11,999.47","12,034.94","11,957.37",159.04M,0.61%
26-Mar-10,"11,957.37","11,992.03","12,040.64","11,909.08",197.41M,-0.01%
25-Mar-10,"11,958.11","12,010.06","12,048.67","11,957.74",208.24M,-0.04%
24-Mar-10,"11,962.97","12,008.65","12,044.54","11,962.71",206.40M,-0.68%
23-Mar-10,"12,044.54","11,987.98","12,047.97","11,967.17",193.10M,0.65%
22-Mar-10,"11,967.17","11,876.64","11,991.45","11,843.95",211.05M,0.16%
19-Mar-10,"11,947.98","12,031.96","12,047.41","11,925.95",342.07M,-0.76%
18-Mar-10,"12,040.01","12,091.09","12,129.26","12,008.06",155.66M,-0.50%
17-Mar-10,"12,100.66","12,122.47","12,119.21","12,085.32",158.07M,0.09%
16-Mar-10,"12,089.40","12,048.79","12,097.72","12,008.80",155.50M,0.67%
15-Mar-10,"12,008.80","11,988.40","12,016.79","11,908.04",128.56M,-0.04%
12-Mar-10,"12,013.82","12,019.84","12,047.57","11,954.38",177.28M,0.28%
11-Mar-10,"11,979.70","11,935.78","11,981.76","11,909.55",142.98M,0.16%
10-Mar-10,"11,961.06","11,931.75","11,994.61","11,916.55",199.90M,0.36%
09-Mar-10,"11,918.71","11,923.08","11,965.09","11,893.41",177.58M,-0.38%
08-Mar-10,"11,963.84","12,026.34","12,039.51","11,958.45",143.49M,-0.09%
05-Mar-10,"11,975.14","11,878.37","11,975.14","11,824.97",170.07M,1.27%
04-Mar-10,"11,824.97","11,866.76","11,876.70","11,792.35",175.29M,-0.24%
03-Mar-10,"11,852.85","11,842.15","11,876.46","11,811.42",163.14M,0.21%
02-Mar-10,"11,828.31","11,751.60","11,843.67","11,728.06",161.26M,0.85%
01-Mar-10,"11,728.06","11,682.78","11,732.12","11,629.63",138.62M,0.85%
26-Feb-10,"11,629.63","11,654.77","11,664.44","11,591.02",159.87M,-0.02%
25-Feb-10,"11,631.44","11,457.43","11,637.44","11,420.96",177.11M,0.95%
24-Feb-10,"11,521.83","11,526.81","11,584.39","11,492.77",124.59M,-0.04%
23-Feb-10,"11,526.71","11,606.64","11,634.75","11,481.60",149.78M,-0.93%
22-Feb-10,"11,634.75","11,745.11","11,763.31","11,634.75",119.08M,-0.64%
19-Feb-10,"11,709.29","11,692.00","11,758.19","11,679.64",138.42M,0.12%
18-Feb-10,"11,694.84","11,629.67","11,712.30","11,618.59",144.87M,0.51%
17-Feb-10,"11,635.49","11,605.57","11,697.04","11,586.37",166.42M,0.42%
16-Feb-10,"11,586.37","11,545.50","11,601.46","11,469.81",156.18M,1.02%
12-Feb-10,"11,469.81","11,349.19","11,469.81","11,335.67",175.66M,0.30%
11-Feb-10,"11,435.49","11,300.06","11,437.97","11,232.92",202.98M,1.32%
10-Feb-10,"11,286.33","11,280.33","11,321.40","11,212.44",153.65M,0.11%
09-Feb-10,"11,274.24","11,210.03","11,314.44","11,115.30",166.71M,1.43%
08-Feb-10,"11,115.30","11,135.10","11,277.56","11,099.51",151.08M,-0.96%
05-Feb-10,"11,223.12","11,123.73","11,223.12","10,990.41",213.14M,0.85%
04-Feb-10,"11,128.76","11,163.58","11,390.46","11,120.09",213.83M,-2.30%
03-Feb-10,"11,390.46","11,395.57","11,454.61","11,348.65",177.83M,-0.16%
02-Feb-10,"11,408.34","11,365.99","11,430.25","11,297.63",201.38M,0.80%
01-Feb-10,"11,317.55","11,147.49","11,317.55","11,094.31",151.74M,2.01%
29-Jan-10,"11,094.31","11,142.80","11,324.18","11,084.27",183.16M,-1.60%
28-Jan-10,"11,274.20","11,279.62","11,389.15","11,162.11",181.34M,-0.62%
27-Jan-10,"11,344.11","11,324.66","11,367.36","11,258.98",196.45M,-0.15%
26-Jan-10,"11,361.19","11,349.26","11,421.55","11,271.39",165.12M,0.06%
25-Jan-10,"11,354.51","11,384.74","11,423.30","11,343.43",134.68M,0.10%
22-Jan-10,"11,343.43","11,400.01","11,480.97","11,318.33",194.09M,-1.10%
21-Jan-10,"11,469.10","11,557.22","11,679.32","11,461.25",197.66M,-1.80%
20-Jan-10,"11,679.32","11,699.10","11,763.42","11,581.64",193.86M,-0.71%
19-Jan-10,"11,763.42","11,746.18","11,765.55","11,710.40",144.21M,0.11%
18-Jan-10,"11,750.54","11,711.12","11,754.06","11,685.37",63.21M,0.56%
15-Jan-10,"11,685.37","11,782.62","11,804.38","11,684.23",148.63M,-1.01%
14-Jan-10,"11,804.38","11,873.62","11,888.33","11,776.44",161.04M,-0.41%
13-Jan-10,"11,853.56","11,802.81","11,865.19","11,738.56",172.42M,0.28%
12-Jan-10,"11,820.18","11,866.63","11,947.13","11,766.51",177.64M,-1.06%
11-Jan-10,"11,947.13","12,070.74","12,070.20","11,923.22",172.30M,-0.06%
08-Jan-10,"11,953.83","11,883.26","11,953.83","11,863.13",167.76M,0.56%
07-Jan-10,"11,887.51","11,925.03","11,944.54","11,819.50",190.57M,-0.48%
06-Jan-10,"11,944.54","11,912.88","11,971.62","11,888.08",194.40M,0.47%
05-Jan-10,"11,888.08","11,900.01","11,935.24","11,837.23",167.80M,0.18%
04-Jan-10,"11,866.90","11,847.34","11,872.15","11,746.11",132.67M,1.03%
31-Dec-09,"11,746.11","11,745.18","11,766.04","11,717.46",64.62M,0.24%
30-Dec-09,"11,717.46","11,687.10","11,728.41","11,672.99",68.74M,0.13%
29-Dec-09,"11,701.81","11,740.37","11,754.61","11,691.72",77.56M,-0.45%
24-Dec-09,"11,754.61","11,666.24","11,754.61","11,658.70",47.05M,0.82%
23-Dec-09,"11,658.70","11,625.02","11,688.12","11,625.14",118.37M,0.26%
22-Dec-09,"11,627.98","11,538.96","11,627.98","11,522.44",125.60M,0.63%
21-Dec-09,"11,554.72","11,559.63","11,596.70","11,463.40",147.84M,0.80%
18-Dec-09,"11,463.40","11,510.09","11,562.04","11,447.95",336.89M,-0.08%
17-Dec-09,"11,473.06","11,570.24","11,637.04","11,473.06",169.45M,-1.41%
16-Dec-09,"11,637.04","11,609.18","11,691.73","11,541.02",168.26M,0.83%
15-Dec-09,"11,541.02","11,532.84","11,581.49","11,498.79",165.29M,-0.04%
14-Dec-09,"11,545.69","11,481.62","11,549.71","11,423.93",166.93M,1.07%
11-Dec-09,"11,423.93","11,472.05","11,504.29","11,387.40",158.97M,-0.35%
10-Dec-09,"11,464.57","11,399.65","11,464.57","11,369.95",167.44M,0.75%
09-Dec-09,"11,379.22","11,428.58","11,396.06","11,248.92",186.47M,0.09%
08-Dec-09,"11,368.93","11,411.98","11,489.63","11,342.48",172.53M,-1.05%
07-Dec-09,"11,489.63","11,467.52","11,571.47","11,445.52",177.90M,-0.18%
04-Dec-09,"11,510.80","11,672.14","11,700.09","11,414.87",195.12M,-1.08%
03-Dec-09,"11,636.55","11,775.03","11,816.33","11,629.01",177.77M,-1.22%
02-Dec-09,"11,779.73","11,729.35","11,802.43","11,707.32",206.69M,0.62%
01-Dec-09,"11,707.32","11,574.65","11,715.55","11,447.20",223.00M,2.27%
30-Nov-09,"11,447.20","11,476.32","11,586.22","11,447.20",182.47M,-0.15%
27-Nov-09,"11,464.41","11,281.12","11,539.94","11,299.86",121.02M,0.24%
26-Nov-09,"11,436.80","11,569.29","11,636.90","11,428.32",69.47M,-1.72%
25-Nov-09,"11,636.90","11,594.05","11,647.57","11,539.63",161.89M,0.84%
24-Nov-09,"11,539.63","11,644.46","11,642.67","11,539.63",174.54M,-0.73%
23-Nov-09,"11,624.02","11,689.36","11,737.84","11,579.33",167.18M,0.39%
20-Nov-09,"11,579.33","11,524.51","11,600.30","11,508.79",151.52M,-0.18%
19-Nov-09,"11,600.30","11,588.40","11,652.69","11,484.44",218.47M,-0.45%
18-Nov-09,"11,652.69","11,667.87","11,702.24","11,604.92",200.22M,0.20%
17-Nov-09,"11,630.00","11,507.77","11,631.62","11,502.64",161.56M,1.02%
16-Nov-09,"11,512.26","11,496.76","11,539.78","11,407.68",194.39M,0.92%
13-Nov-09,"11,407.68","11,348.29","11,417.41","11,322.07",153.41M,0.41%
12-Nov-09,"11,360.76","11,383.25","11,456.12","11,330.33",169.07M,-0.69%
11-Nov-09,"11,439.75","11,545.99","11,559.67","11,419.41",161.13M,0.11%
10-Nov-09,"11,426.74","11,457.46","11,486.88","11,368.96",177.80M,-0.52%
09-Nov-09,"11,486.88","11,372.21","11,488.27","11,250.42",195.84M,2.10%
06-Nov-09,"11,250.42","11,100.86","11,259.58","11,098.66",184.89M,0.62%
05-Nov-09,"11,180.70","11,070.23","11,180.70","11,041.72",169.60M,0.99%
04-Nov-09,"11,071.20","11,103.38","11,187.87","11,025.90",223.21M,0.41%
03-Nov-09,"11,025.90","10,777.79","11,025.90","10,751.72",212.42M,1.36%
02-Nov-09,"10,878.35","10,896.74","10,963.67","10,745.25",189.35M,-0.30%
30-Oct-09,"10,910.75","11,091.56","11,081.15","10,767.58",219.73M,-1.49%
29-Oct-09,"11,075.22","10,916.55","11,075.22","10,805.33",220.21M,2.50%
28-Oct-09,"10,805.33","11,000.05","11,053.54","10,805.33",229.66M,-2.25%
27-Oct-09,"11,053.54","11,229.58","11,247.14","11,053.54",198.48M,-1.61%
26-Oct-09,"11,234.88","11,426.29","11,525.82","11,210.64",169.73M,-1.29%
23-Oct-09,"11,382.13","11,564.70","11,569.43","11,357.78",178.16M,-1.31%
22-Oct-09,"11,533.37","11,427.44","11,533.37","11,365.82",199.42M,0.80%
21-Oct-09,"11,442.02","11,475.01","11,595.04","11,437.60",190.20M,-0.83%
20-Oct-09,"11,538.12","11,586.87","11,589.92","11,496.92",154.63M,0.00%
19-Oct-09,"11,538.39","11,566.78","11,571.25","11,485.07",152.41M,0.29%
16-Oct-09,"11,504.76","11,459.55","11,514.24","11,408.95",158.65M,0.00%
15-Oct-09,"11,504.51","11,459.02","11,532.78","11,448.59",166.23M,-0.25%
14-Oct-09,"11,532.78","11,531.50","11,539.17","11,413.54",190.89M,1.04%
13-Oct-09,"11,413.54","11,423.27","11,445.07","11,299.60",199.71M,-0.20%
09-Oct-09,"11,436.92","11,432.38","11,497.19","11,382.50",176.70M,-0.41%
08-Oct-09,"11,484.51","11,422.63","11,513.13","11,349.88",245.39M,1.19%
07-Oct-09,"11,349.88","11,275.30","11,351.59","11,194.42",197.36M,0.91%
06-Oct-09,"11,247.97","11,230.17","11,358.70","11,102.62",238.05M,1.31%
05-Oct-09,"11,102.62","10,975.68","11,142.27","10,932.15",184.67M,1.32%
02-Oct-09,"10,958.33","10,922.34","11,071.76","10,855.16",185.08M,-1.02%
01-Oct-09,"11,071.76","11,403.33","11,394.96","11,070.69",186.54M,-2.84%
30-Sep-09,"11,394.96","11,480.85","11,458.50","11,250.98",257.24M,0.00%
29-Sep-09,"11,394.99","11,354.63","11,403.62","11,313.73",194.92M,0.50%
28-Sep-09,"11,338.72","11,269.36","11,390.03","11,212.39",166.61M,1.13%
25-Sep-09,"11,212.39","11,237.24","11,300.21","11,174.61",159.28M,-0.65%
24-Sep-09,"11,285.76","11,547.66","11,553.02","11,284.24",217.67M,-2.01%
23-Sep-09,"11,517.54","11,596.33","11,648.55","11,502.72",197.62M,-0.59%
22-Sep-09,"11,585.73","11,533.72","11,602.27","11,424.61",211.36M,1.41%
21-Sep-09,"11,424.61","11,348.13","11,445.95","11,329.50",173.70M,-0.19%
18-Sep-09,"11,445.95","11,531.99","11,540.19","11,445.95",369.94M,-0.71%
17-Sep-09,"11,528.23","11,536.39","11,613.83","11,447.03",223.68M,-0.24%
16-Sep-09,"11,555.60","11,551.80","11,592.39","11,495.83",257.00M,0.52%
15-Sep-09,"11,495.83","11,360.15","11,495.83","11,332.04",209.96M,1.45%
14-Sep-09,"11,332.04","11,174.66","11,332.04","11,167.35",167.91M,0.70%
11-Sep-09,"11,253.23","11,216.28","11,283.31","11,155.00",208.12M,0.88%
10-Sep-09,"11,155.00","11,011.69","11,155.00","11,000.17",213.76M,1.41%
09-Sep-09,"11,000.17","11,081.95","11,113.81","10,966.23",243.70M,-0.95%
08-Sep-09,"11,105.30","11,147.87","11,176.35","11,017.47",210.67M,0.80%
04-Sep-09,"11,017.47","10,901.15","11,017.47","10,872.51",148.07M,0.88%
03-Sep-09,"10,921.49","10,768.84","10,922.00","10,701.32",251.78M,2.06%
02-Sep-09,"10,701.32","10,656.08","10,736.98","10,634.83",246.02M,0.11%
01-Sep-09,"10,689.78","10,840.89","10,926.98","10,665.86",206.26M,-1.64%
31-Aug-09,"10,868.21","10,866.20","10,977.97","10,772.75",179.47M,-1.00%
28-Aug-09,"10,977.97","10,979.75","11,010.95","10,893.57",164.48M,0.40%
27-Aug-09,"10,933.96","10,986.44","10,969.75","10,807.94",177.97M,0.20%
26-Aug-09,"10,912.17","10,861.15","10,960.59","10,838.46",172.42M,-0.08%
25-Aug-09,"10,920.53","10,872.06","10,963.01","10,789.97",186.17M,1.21%
24-Aug-09,"10,789.97","10,865.41","10,903.29","10,747.18",158.91M,-0.38%
21-Aug-09,"10,831.18","10,825.60","10,836.91","10,700.51",176.23M,1.22%
20-Aug-09,"10,700.51","10,707.74","10,763.68","10,686.83",159.80M,0.13%
19-Aug-09,"10,686.83","10,536.35","10,737.53","10,519.00",181.32M,0.12%
18-Aug-09,"10,673.84","10,601.18","10,680.43","10,531.59",141.82M,1.35%
17-Aug-09,"10,531.59","10,576.97","10,848.01","10,480.18",151.83M,-2.92%
14-Aug-09,"10,848.01","10,832.05","10,848.01","10,713.21",145.78M,0.21%
13-Aug-09,"10,825.56","10,789.51","10,849.47","10,659.87",200.78M,1.55%
12-Aug-09,"10,659.87","10,596.67","10,742.08","10,587.67",156.10M,0.29%
11-Aug-09,"10,629.47","10,760.22","10,795.63","10,607.58",156.99M,-1.52%
10-Aug-09,"10,793.67","10,833.28","10,885.33","10,767.71",153.94M,-0.84%
07-Aug-09,"10,885.33","10,895.97","10,964.10","10,793.37",183.31M,0.85%
06-Aug-09,"10,793.37","11,042.01","11,065.19","10,793.37",251.85M,-2.30%
05-Aug-09,"11,046.93","11,014.15","11,065.40","10,952.63",229.50M,0.26%
04-Aug-09,"11,018.10","10,943.30","11,018.10","10,787.15",213.63M,2.14%
31-Jul-09,"10,787.15","10,632.54","10,841.54","10,626.41",164.08M,1.03%
