Date,Price,Open,High,Low,Vol,Change %
19-Jun-15,"14,653.12","14,680.26","14,746.39","14,584.43",482.10M,-0.80%
18-Jun-15,"14,770.64","14,731.55","14,781.45","14,685.15",149.85M,0.26%
17-Jun-15,"14,732.98","14,773.03","14,825.13","14,659.89",162.17M,-0.14%
16-Jun-15,"14,753.05","14,743.70","14,753.99","14,683.38",162.53M,-0.02%
15-Jun-15,"14,756.05","14,684.22","14,784.53","14,651.36",147.92M,0.10%
12-Jun-15,"14,741.15","14,798.31","14,798.31","14,725.25",141.00M,-0.61%
11-Jun-15,"14,830.88","14,894.19","14,921.47","14,810.66",152.42M,-0.39%
10-Jun-15,"14,889.04","14,860.93","14,953.03","14,843.48",166.02M,0.48%
09-Jun-15,"14,817.71","14,742.10","14,840.12","14,687.00",156.71M,0.50%
08-Jun-15,"14,743.33","14,939.12","14,939.12","14,714.72",153.65M,-1.43%
05-Jun-15,"14,957.16","14,995.31","15,060.90","14,946.00",153.57M,-0.41%
04-Jun-15,"15,019.39","15,096.19","15,114.51","14,957.57",153.52M,-0.89%
03-Jun-15,"15,154.68","15,119.45","15,182.22","15,104.04",154.33M,0.33%
02-Jun-15,"15,104.74","15,075.90","15,155.65","15,049.54",149.22M,0.20%
01-Jun-15,"15,074.13","15,040.88","15,078.58","14,982.35",139.63M,0.40%
29-May-15,"15,014.09","15,096.97","15,118.57","14,956.00",281.16M,-0.62%
28-May-15,"15,107.00","15,110.59","15,161.29","15,005.03",148.95M,-0.02%
27-May-15,"15,110.47","15,066.70","15,144.40","15,016.42",147.68M,0.40%
26-May-15,"15,050.81","15,181.02","15,188.65","14,974.30",148.93M,-0.90%
25-May-15,"15,187.40","15,192.59","15,205.34","15,172.15",37.86M,-0.09%
22-May-15,"15,200.76","15,196.80","15,218.02","15,139.16",122.90M,-0.02%
21-May-15,"15,203.61","15,092.25","15,230.72","15,092.25",173.03M,0.87%
20-May-15,"15,072.83","15,146.70","15,187.02","15,051.70",150.69M,-0.32%
19-May-15,"15,121.02","15,115.84","15,159.08","15,063.32",177.61M,0.09%
15-May-15,"15,108.12","15,020.34","15,108.12","14,990.72",163.16M,0.53%
14-May-15,"15,028.12","14,999.61","15,036.82","14,983.97",183.19M,0.32%
13-May-15,"14,980.72","15,053.53","15,095.54","14,948.28",191.79M,-0.42%
12-May-15,"15,043.15","15,127.02","15,127.02","15,026.19",189.07M,-0.72%
11-May-15,"15,152.64","15,182.17","15,237.18","15,108.85",146.60M,-0.11%
08-May-15,"15,170.02","15,141.65","15,200.22","15,099.22",185.15M,0.54%
07-May-15,"15,088.82","15,016.86","15,103.53","14,934.30",276.98M,0.43%
06-May-15,"15,023.89","15,145.48","15,148.51","14,945.01",244.36M,-0.99%
05-May-15,"15,173.94","15,378.81","15,416.56","15,128.22",204.04M,-1.26%
04-May-15,"15,367.47","15,347.73","15,403.45","15,340.88",150.91M,0.18%
01-May-15,"15,339.77","15,224.38","15,362.88","15,208.43",158.96M,0.76%
30-Apr-15,"15,224.52","15,324.20","15,324.20","15,192.46",229.90M,-0.80%
29-Apr-15,"15,347.34","15,288.04","15,363.79","15,242.10",192.32M,0.01%
28-Apr-15,"15,346.07","15,340.80","15,348.34","15,278.69",168.47M,0.01%
27-Apr-15,"15,344.08","15,442.32","15,456.35","15,319.58",188.78M,-0.42%
24-Apr-15,"15,408.33","15,406.00","15,440.36","15,367.99",139.73M,0.10%
23-Apr-15,"15,392.35","15,285.35","15,425.81","15,266.85",160.97M,0.57%
22-Apr-15,"15,304.77","15,341.92","15,341.92","15,215.87",157.45M,-0.27%
21-Apr-15,"15,346.44","15,418.27","15,434.06","15,300.19",162.76M,-0.43%
