Date,Price,Open,High,Low,Volume,Change,Country
2013-04-09,55912.04,55100.83,56304.6,55100.83,5.19,1.49,SouthAmerica
2013-04-08,55092.31,55048.75,55136.34,54333.3,5.5,0.08,SouthAmerica
2013-04-05,55050.6,54646.07,55226.74,53794.47,5.97,0.74,SouthAmerica
2013-04-04,54648.15,55562.74,55579.41,54432.05,4.57,-1.65,SouthAmerica
2013-04-03,55562.74,54888.22,55573.8,54739.72,4.48,1.23,SouthAmerica
2013-04-02,54889.1,55900.63,56257.34,54809.26,3.59,-1.81,SouthAmerica
2013-04-01,55902.18,56348.07,56348.07,55896.6,2.76,-0.8,SouthAmerica
2013-03-28,56352.09,56035.45,56373.7,55873.53,4.37,0.57,SouthAmerica
2013-03-27,56034.29,55676.78,56177.85,55129.57,4.05,0.65,SouthAmerica
2013-03-26,55671.39,54878.68,55763.34,54878.68,3.76,1.45,SouthAmerica
2013-03-25,54873.12,55250.06,55450.26,54647.97,3.85,-0.67,SouthAmerica
2013-03-22,55243.4,55576.67,55893.25,55097.97,3.74,-0.6,SouthAmerica
2013-03-21,55576.67,56025.39,56043.7,55382.45,4.37,-0.81,SouthAmerica
2013-03-20,56030.03,56360.72,56396.16,55831.35,4.18,-0.59,SouthAmerica
2013-03-19,56361.24,56972.96,57037.99,56099.9,3.83,-1.07,SouthAmerica
2013-03-18,56972.96,56868.76,57151.85,56139.18,3.74,0.18,SouthAmerica
2013-03-15,56869.28,57274.83,57532.36,56805.27,5.18,-0.72,SouthAmerica
2013-03-14,57281.02,57385.56,57850.2,56722.47,4.58,-0.18,SouthAmerica
2013-03-13,57385.9,58204.14,58410.67,57285.74,4.54,-1.41,SouthAmerica
2013-03-12,58208.61,58542.43,58709.47,58112.59,3.81,-0.57,SouthAmerica
2013-03-11,58544.79,58440.49,58546.69,57800.36,4.13,0.19,SouthAmerica
2013-03-08,58432.75,58841.63,59031.27,58128.87,4.13,-0.7,SouthAmerica
2013-03-07,58846.81,57939.66,59472.49,57939.66,6.34,1.56,SouthAmerica
2013-03-06,57940.14,55953.35,58149.84,55953.35,5.81,3.56,SouthAmerica
2013-03-05,55950.73,56508.07,57226.86,55950.73,4.26,-0.97,SouthAmerica
2013-03-04,56499.17,56877.8,56877.8,56067.07,4.03,-0.68,SouthAmerica
2013-03-01,56883.99,57422.21,57422.21,56525.66,3.89,-0.94,SouthAmerica
2013-02-28,57424.29,57273.1,57798.48,56925.18,4.44,0.26,SouthAmerica
2013-02-27,57273.88,56948.35,57402.28,56684.5,5.03,0.57,SouthAmerica
2013-02-26,56948.87,56616.07,57007.27,56047.16,4.51,0.59,SouthAmerica
2013-02-25,56617.56,56697.56,57157.14,56418.75,3.97,-0.14,SouthAmerica
2013-02-22,56697.06,56158.58,56742.25,56106.88,5.11,0.97,SouthAmerica
2013-02-21,56154.68,56152.66,56227.24,55430.26,4.92,-0.04,SouthAmerica
2013-02-20,56177.6,57312.46,57568.89,56034.29,4.95,-1.98,SouthAmerica
2013-02-19,57314.4,57619.38,58060.89,57233.95,3.92,-0.52,SouthAmerica
2013-02-18,57613.9,57905.69,57929.12,57420.3,2.7,-0.5,SouthAmerica
2013-02-15,57903.3,58075.64,58352.45,57801.67,3.44,-0.3,SouthAmerica
2013-02-14,58077.31,58405.74,58405.74,57750.7,2.39,-0.56,SouthAmerica
2013-02-13,58405.74,58494.5,58754.45,58251.89,2.8,-0.16,SouthAmerica
2013-02-08,58497.83,58374.1,58638.39,58024.56,3.15,0.21,SouthAmerica
2013-02-07,58372.46,58936.31,59435.43,58115.51,4.07,-0.98,SouthAmerica
2013-02-06,58951.07,59441.63,59582.09,58587.81,4.41,-0.83,SouthAmerica
2013-02-05,59444.97,59575.66,59974.37,59132.34,4.43,-0.22,SouthAmerica
2013-02-04,59575.66,60350.37,60350.37,59256.01,3.35,-1.28,SouthAmerica
2013-02-01,60351.16,59764.49,60496.05,59742.4,3.41,0.99,SouthAmerica
2013-01-31,59761.49,59344.44,59771.23,59114.02,4.75,0.72,SouthAmerica
2013-01-30,59336.7,60404.64,60404.64,59305.44,4.66,-1.77,SouthAmerica
2013-01-29,60406.33,60027.0,60427.64,59757.7,3.19,0.63,SouthAmerica
2013-01-28,60027.07,61177.74,61312.86,59921.35,3.43,-1.87,SouthAmerica
2013-01-24,61169.83,61965.59,62249.42,60838.29,3.61,-1.29,SouthAmerica
2013-01-23,61966.26,61692.29,61969.36,61542.52,3.21,0.44,SouthAmerica
2013-01-22,61692.29,61904.35,61995.23,61534.06,3.47,-0.34,SouthAmerica
2013-01-21,61899.71,61962.34,62051.78,61804.24,2.14,-0.09,SouthAmerica
2013-01-18,61956.14,62196.86,62395.2,61822.46,3.5,-0.38,SouthAmerica
2013-01-17,62194.06,61806.18,62309.42,61683.11,3.38,0.66,SouthAmerica
2013-01-16,61787.35,61725.63,61787.35,61241.06,2.79,0.1,SouthAmerica
2013-01-15,61727.61,62078.96,62151.36,61694.62,3.82,-0.57,SouthAmerica
2013-01-14,62080.79,61511.35,62284.76,61511.35,3.48,0.95,SouthAmerica
2013-01-11,61497.43,61661.87,61682.83,61198.0,3.16,-0.29,SouthAmerica
2013-01-10,61678.31,61578.02,61947.2,61156.05,4.1,0.16,SouthAmerica
2013-01-09,61578.58,61128.79,61811.77,61102.69,3.24,0.74,SouthAmerica
2013-01-08,61127.84,61932.87,62264.99,61080.92,3.84,-1.3,SouthAmerica
2013-01-07,61932.54,62523.06,62698.87,61639.34,3.99,-0.94,SouthAmerica
2013-01-04,62523.06,63314.22,63314.22,62414.98,6.23,-1.25,SouthAmerica
2013-01-03,63312.46,62555.04,63472.55,62341.48,3.36,1.22,SouthAmerica
2013-01-02,62550.1,60990.34,62886.96,60990.34,3.74,2.62,SouthAmerica
2012-12-28,60952.08,60415.95,61066.34,60415.95,2.63,0.89,SouthAmerica
2012-12-27,60415.95,60963.66,61191.26,60232.51,2.85,-0.89,SouthAmerica
2012-12-26,60959.79,61002.73,61322.17,60860.95,2.6,-0.08,SouthAmerica
2012-12-21,61007.03,61270.79,61270.79,60221.04,3.16,-0.44,SouthAmerica
2012-12-20,61276.12,60991.87,61276.12,60621.68,3.08,0.46,SouthAmerica
2012-12-19,60998.34,60460.73,61212.33,60395.57,4.43,0.89,SouthAmerica
2012-12-18,60460.73,59568.29,60538.73,59565.27,4.36,1.5,SouthAmerica
2012-12-17,59566.52,59604.41,59914.09,59322.71,3.11,-0.06,SouthAmerica
2012-12-14,59604.92,59319.83,59824.35,59272.85,3.41,0.49,SouthAmerica
2012-12-13,59316.75,59458.6,59968.66,59153.76,3.57,-0.26,SouthAmerica
2012-12-12,59474.18,59625.54,59858.53,59290.68,4.75,-0.25,SouthAmerica
2012-12-11,59623.34,59257.43,59746.87,58950.76,3.99,0.63,SouthAmerica
2012-12-10,59248.23,58467.91,59248.23,58090.95,3.06,1.3,SouthAmerica
2012-12-07,58487.32,57656.42,58594.03,57635.6,3.04,1.44,SouthAmerica
2012-12-06,57656.42,57684.76,57860.15,57128.67,3.2,-0.04,SouthAmerica
2012-12-05,57678.62,57596.93,58126.86,57231.43,3.58,0.2,SouthAmerica
2012-12-04,57563.23,58211.51,58519.56,57546.53,3.94,-1.1,SouthAmerica
2012-12-03,58202.35,57479.38,58332.48,57479.38,3.49,1.27,SouthAmerica
2012-11-30,57474.57,57845.08,58030.54,56704.1,5.05,-0.65,SouthAmerica
2012-11-29,57852.53,56562.17,57852.53,56562.17,3.4,2.32,SouthAmerica
2012-11-28,56539.4,56205.84,56590.93,55685.72,3.47,0.52,SouthAmerica
2012-11-27,56248.09,56737.1,57419.83,56248.09,3.55,-0.86,SouthAmerica
2012-11-26,56737.1,57571.44,57572.19,56501.67,2.75,-1.45,SouthAmerica
2012-11-23,57574.03,56438.59,57574.03,56247.86,3.18,2.01,SouthAmerica
2012-11-22,56436.97,56245.41,56642.79,56242.49,2.15,0.35,SouthAmerica
2012-11-21,56242.12,56453.44,56789.16,55946.1,3.59,-0.37,SouthAmerica
2012-11-19,56450.86,55387.4,56666.23,55387.4,2.78,1.89,SouthAmerica
2012-11-16,55402.33,56276.66,56276.66,55125.56,3.47,-1.56,SouthAmerica
2012-11-14,56279.36,57472.27,57472.27,56038.37,3.61,-2.1,SouthAmerica
2012-11-13,57486.07,57048.98,57529.42,56593.18,3.36,0.74,SouthAmerica
2012-11-12,57064.31,57357.9,57712.2,56987.62,2.07,-0.51,SouthAmerica
2012-11-09,57357.71,57516.89,58108.93,56861.95,4.25,-0.29,SouthAmerica
2012-11-08,57524.45,58522.69,59007.92,57420.19,3.2,-1.7,SouthAmerica
2012-11-07,58517.35,59460.27,59460.27,58274.14,3.08,-1.58,SouthAmerica
2012-11-06,59458.59,58220.49,59560.83,58173.63,3.47,2.15,SouthAmerica
2012-11-05,58209.76,58374.29,58374.29,57550.95,2.62,-0.3,SouthAmerica
2012-11-01,58382.68,57065.39,58382.68,56959.94,2.98,2.3,SouthAmerica
2012-10-31,57068.18,57682.24,57935.41,56929.03,2.79,-1.07,SouthAmerica
2012-10-30,57683.76,57178.08,57763.82,57178.08,1.61,0.89,SouthAmerica
2012-10-29,57176.58,57266.83,57266.83,56580.85,1.71,-0.17,SouthAmerica
2012-10-26,57276.81,57833.44,57833.44,57060.99,3.0,-0.97,SouthAmerica
2012-10-25,57836.78,57160.74,58273.55,57160.74,3.15,1.18,SouthAmerica
2012-10-24,57160.74,57685.63,57985.95,57158.65,2.93,-0.92,SouthAmerica
2012-10-23,57690.24,58678.92,58678.92,57387.79,3.4,-1.72,SouthAmerica
2012-10-22,58700.3,58924.81,59204.62,58540.97,2.8,-0.38,SouthAmerica
2012-10-19,58922.04,59701.02,59846.13,58782.08,3.0,-1.36,SouthAmerica
2012-10-18,59733.9,60087.38,60087.38,59321.52,3.32,-0.59,SouthAmerica
2012-10-17,60087.29,59742.4,60397.85,59682.88,4.21,0.57,SouthAmerica
2012-10-16,59743.87,59602.21,60411.52,59484.16,3.25,0.24,SouthAmerica
2012-10-15,59601.71,59164.26,59757.71,58789.83,3.12,0.74,SouthAmerica
2012-10-11,59161.72,58460.02,59359.63,58460.02,2.82,1.21,SouthAmerica
2012-10-10,58456.28,58944.13,59319.88,58340.53,2.78,-0.82,SouthAmerica
2012-10-09,58939.46,59318.84,59696.58,58615.57,3.15,-0.64,SouthAmerica
2012-10-08,59317.15,58571.59,59317.85,58169.6,2.6,1.27,SouthAmerica
2012-10-05,58571.59,58460.25,59440.58,58414.42,3.24,0.19,SouthAmerica
2012-10-04,58458.0,58627.49,59002.07,58104.97,3.37,-0.29,SouthAmerica
2012-10-03,58627.33,59222.08,59483.26,58541.87,3.2,-1.0,SouthAmerica
2012-10-02,59222.08,59574.68,60090.61,59027.58,3.2,-0.59,SouthAmerica
2012-10-01,59570.8,59171.24,60215.51,59171.24,2.76,0.67,SouthAmerica
2012-09-28,59175.86,60239.79,60239.79,58864.37,3.69,-1.77,SouthAmerica
2012-09-27,60239.79,60482.86,60888.83,59876.33,3.81,-0.39,SouthAmerica
2012-09-26,60478.05,60506.24,60506.24,59724.75,3.14,-0.04,SouthAmerica
2012-09-25,60501.1,61913.2,61947.23,60357.18,3.87,-2.28,SouthAmerica
2012-09-24,61909.99,61319.09,61931.64,61075.11,3.33,0.96,SouthAmerica
2012-09-21,61320.07,61694.81,62223.38,61300.05,2.99,-0.6,SouthAmerica
2012-09-20,61687.97,61651.83,61908.39,60960.61,2.92,0.06,SouthAmerica
2012-09-19,61651.83,61806.12,62514.28,61518.9,3.39,-0.25,SouthAmerica
2012-09-18,61804.33,61805.75,62131.76,61446.85,3.2,-0.0,SouthAmerica
2012-09-17,61805.98,62105.75,62691.86,61551.85,3.9,-0.48,SouthAmerica
2012-09-14,62105.47,61954.87,63428.28,61823.43,5.82,0.24,SouthAmerica
2012-09-13,61958.12,59920.71,62116.61,59629.04,5.97,3.4,SouthAmerica
2012-09-12,59921.8,59428.91,60135.78,59205.35,4.85,0.84,SouthAmerica
2012-09-11,59422.55,58404.68,59514.81,58404.08,3.85,1.74,SouthAmerica
2012-09-10,58404.1,58324.63,59420.96,58324.63,3.51,0.14,SouthAmerica
2012-09-06,58321.24,56868.2,58328.33,56868.2,3.62,2.56,SouthAmerica
2012-09-05,56863.91,56236.32,56904.02,56236.32,3.31,1.12,SouthAmerica
2012-09-04,56233.9,57272.08,57272.08,56202.5,3.24,-1.83,SouthAmerica
2012-09-03,57281.45,57065.06,57456.87,56954.47,2.32,0.39,SouthAmerica
2012-08-31,57061.45,57257.43,57834.73,56719.36,5.75,-0.34,SouthAmerica
2012-08-30,57256.43,57365.86,57507.82,56900.85,3.13,-0.2,SouthAmerica
2012-08-29,57369.19,58413.68,58552.67,57060.95,4.11,-1.78,SouthAmerica
2012-08-28,58406.4,58108.86,58745.24,57976.17,2.73,0.51,SouthAmerica
2012-08-27,58111.46,58424.36,58461.74,57852.74,2.34,-0.54,SouthAmerica
2012-08-24,58425.76,58510.69,58750.42,57833.06,3.21,-0.15,SouthAmerica
2012-08-23,58511.55,59381.56,59381.56,58145.43,3.34,-1.46,SouthAmerica
2012-08-22,59380.76,58917.73,59584.6,58442.54,3.71,0.79,SouthAmerica
2012-08-21,58917.73,59297.6,60208.85,58684.16,3.93,-0.62,SouthAmerica
2012-08-20,59283.09,59082.88,59462.33,58629.18,3.0,0.34,SouthAmerica
2012-08-17,59082.37,59443.15,59822.4,58943.89,2.95,-0.61,SouthAmerica
2012-08-16,59445.79,58190.19,59543.61,58190.19,3.48,2.16,SouthAmerica
2012-08-15,58189.28,58082.92,58374.74,57630.11,4.58,0.18,SouthAmerica
2012-08-14,58082.92,59122.74,59605.11,57903.99,3.53,-1.76,SouthAmerica
2012-08-13,59122.74,59280.83,59543.16,58600.68,2.54,-0.27,SouthAmerica
2012-08-10,59280.93,58774.27,59365.43,58127.92,3.08,0.82,SouthAmerica
2012-08-09,58797.13,58949.78,59201.79,58115.01,2.86,-0.26,SouthAmerica
2012-08-08,58950.98,57723.08,58963.63,57603.14,3.23,2.12,SouthAmerica
2012-08-07,57725.66,58342.84,59316.14,57678.65,3.45,-1.06,SouthAmerica
2012-08-06,58344.61,57255.02,58995.91,56893.19,3.61,1.9,SouthAmerica
2012-08-03,57255.22,55523.58,57399.37,55523.58,3.58,3.12,SouthAmerica
2012-08-02,55520.4,56288.58,56288.58,55239.02,2.84,-1.37,SouthAmerica
2012-08-01,56291.93,56091.0,56735.0,55425.0,1.32,0.35,SouthAmerica
2012-07-31,56097.05,57242.83,57465.94,56097.05,692.08,-2.0,SouthAmerica
2012-07-30,57240.92,56550.61,57240.92,56089.96,2.97,1.22,SouthAmerica
2012-07-27,56553.12,54024.19,57046.3,54024.19,4.67,4.72,SouthAmerica
2012-07-26,54002.72,52638.42,54126.31,52638.42,3.02,2.65,SouthAmerica
2012-07-25,52607.54,52658.46,53232.62,52345.81,2.22,-0.06,SouthAmerica
2012-07-24,52638.63,53037.82,53416.1,52399.02,2.76,-0.75,SouthAmerica
2012-07-23,53033.96,54183.29,54183.29,52212.92,2.81,-2.14,SouthAmerica
2012-07-20,54194.79,55337.37,55337.37,54137.6,2.86,-2.08,SouthAmerica
2012-07-19,55346.65,54587.83,55490.84,54587.83,2.88,1.4,SouthAmerica
2012-07-18,54583.13,53908.82,54587.5,53551.46,2.3,1.25,SouthAmerica
2012-07-17,53909.47,53402.58,54037.28,53118.5,2.52,0.95,SouthAmerica
2012-07-16,53401.8,54315.89,54418.25,53215.81,2.82,-1.71,SouthAmerica
2012-07-13,54330.51,53421.95,54427.51,53420.33,2.78,1.7,SouthAmerica
2012-07-12,53420.87,53563.56,53615.77,52489.08,3.05,-0.28,SouthAmerica
2012-07-11,53569.14,53708.42,54135.48,53232.74,2.97,-0.25,SouthAmerica
2012-07-10,53705.82,55392.42,55588.2,53667.73,3.47,-3.05,SouthAmerica
2012-07-06,55394.05,56376.09,56376.09,54967.22,2.7,-1.75,SouthAmerica
2012-07-05,56379.06,56083.48,56943.09,55828.18,3.13,0.54,SouthAmerica
2012-07-04,56076.82,55780.32,56322.19,55485.39,1.72,0.53,SouthAmerica
2012-07-03,55780.32,54703.51,56228.3,54703.51,4.06,1.99,SouthAmerica
2012-07-02,54692.79,54355.43,54753.84,53960.78,2.87,0.62,SouthAmerica
2012-06-29,54354.63,52656.26,54354.63,52656.26,3.74,3.23,SouthAmerica
2012-06-28,52652.25,53106.58,53305.99,52271.27,3.53,-0.86,SouthAmerica
2012-06-27,53108.93,53837.07,54005.92,53083.76,3.83,-1.35,SouthAmerica
2012-06-26,53836.57,53805.59,54193.25,53397.6,2.71,0.06,SouthAmerica
2012-06-25,53805.38,55405.71,55405.71,53694.12,2.16,-2.95,SouthAmerica
2012-06-22,55439.5,55518.04,56019.35,55083.33,2.48,-0.12,SouthAmerica
2012-06-21,55505.17,57162.02,57218.09,55505.17,2.6,-2.91,SouthAmerica
2012-06-20,57166.55,57196.13,57611.46,56528.73,3.2,-0.05,SouthAmerica
2012-06-19,57195.49,56210.07,57567.4,56210.07,3.66,1.78,SouthAmerica
2012-06-18,56195.21,56066.04,56578.65,55486.34,2.96,0.16,SouthAmerica
2012-06-15,56104.69,55349.45,56104.69,55202.78,3.9,1.36,SouthAmerica
2012-06-14,55351.67,55641.01,55768.92,54952.35,3.3,-0.54,SouthAmerica
2012-06-13,55650.51,55041.48,55988.8,54523.49,4.19,1.09,SouthAmerica
2012-06-12,55049.03,54001.45,55049.03,53906.1,3.89,1.94,SouthAmerica
2012-06-11,54001.45,54434.12,55400.91,53904.5,2.74,-0.79,SouthAmerica
2012-06-08,54429.85,54149.69,54432.0,53684.93,2.63,0.51,SouthAmerica
2012-06-06,54156.04,52486.29,54194.55,52486.29,3.54,3.19,SouthAmerica
2012-06-05,52481.44,53413.16,53917.35,52481.44,2.53,-1.75,SouthAmerica
2012-06-04,53416.75,53407.54,53959.82,53367.46,2.36,0.03,SouthAmerica
2012-06-01,53402.9,54488.05,54488.05,53086.8,2.99,-2.0,SouthAmerica
2012-05-31,54490.41,53804.77,54508.8,53089.51,4.83,1.29,SouthAmerica
2012-05-30,53797.91,54632.11,54632.11,53382.14,3.3,-1.53,SouthAmerica
2012-05-29,54633.06,55213.6,55763.24,54554.22,3.05,-1.05,SouthAmerica
2012-05-28,55212.69,54466.91,55608.56,54466.91,1.86,1.38,SouthAmerica
2012-05-25,54463.16,54061.68,54970.03,53846.85,2.99,0.74,SouthAmerica
2012-05-24,54063.0,54619.98,54819.95,53176.42,4.01,-1.02,SouthAmerica
2012-05-23,54619.48,55038.75,55051.7,53028.11,4.33,-0.76,SouthAmerica
2012-05-22,55038.75,56586.03,56586.03,54886.46,3.67,-2.74,SouthAmerica
2012-05-21,56590.24,54515.71,56678.26,54515.71,3.57,3.81,SouthAmerica
2012-05-18,54513.16,54032.23,54913.65,53856.02,4.31,0.88,SouthAmerica
2012-05-17,54038.2,55886.3,56295.93,54038.2,3.71,-3.31,SouthAmerica
2012-05-16,55887.57,56245.47,57693.21,55415.13,4.33,-0.62,SouthAmerica
2012-05-15,56237.97,57539.61,58024.07,56144.55,4.19,-2.26,SouthAmerica
2012-05-14,57539.61,59443.21,59443.21,57538.83,3.05,-3.21,SouthAmerica
2012-05-11,59445.21,59702.62,60340.0,59138.44,2.53,-0.43,SouthAmerica
2012-05-10,59702.05,59795.55,60751.68,59636.96,2.7,-0.14,SouthAmerica
2012-05-09,59786.12,60345.76,60345.76,59198.99,3.26,-0.96,SouthAmerica
2012-05-08,60365.48,61217.94,61217.94,59871.03,3.09,-1.4,SouthAmerica
2012-05-07,61220.43,60801.88,61299.15,60391.0,3.37,0.66,SouthAmerica
2012-05-04,60820.93,62103.61,62166.92,60438.18,4.96,-2.07,SouthAmerica
2012-05-03,62104.15,62426.66,62782.95,61731.09,3.04,-0.51,SouthAmerica
2012-05-02,62423.56,61820.26,62502.33,61593.93,2.96,0.98,SouthAmerica
2012-04-30,61820.26,61691.11,61900.06,61230.61,1.96,0.21,SouthAmerica
2012-04-27,61691.21,62202.85,62486.15,61666.99,2.55,-0.81,SouthAmerica
2012-04-26,62198.06,61750.38,62282.0,61032.82,3.13,0.72,SouthAmerica
2012-04-25,61750.38,61988.57,62440.57,61327.64,3.31,-0.36,SouthAmerica
2012-04-24,61971.14,61536.7,62000.67,61380.23,2.38,0.7,SouthAmerica
2012-04-23,61539.38,62494.08,62494.08,60897.25,2.53,-1.53,SouthAmerica
2012-04-20,62494.08,62620.49,63369.47,62430.75,2.29,-0.2,SouthAmerica
2012-04-19,62618.41,63007.43,63274.3,62478.12,2.36,-0.62,SouthAmerica
2012-04-18,63010.48,62695.82,63243.43,62429.43,4.05,0.5,SouthAmerica
2012-04-17,62698.87,61959.26,62961.35,61959.26,2.7,1.2,SouthAmerica
2012-04-16,61954.55,62119.82,62688.46,61465.28,2.32,-0.24,SouthAmerica
2012-04-13,62105.6,63039.45,63039.45,61777.78,2.96,-1.51,SouthAmerica
2012-04-12,63058.0,61300.03,63061.13,61300.03,3.12,2.88,SouthAmerica
2012-04-11,61293.14,61741.42,62356.08,61291.33,2.95,-0.72,SouthAmerica
2012-04-10,61738.28,62922.45,62922.45,61343.91,3.09,-1.88,SouthAmerica
2012-04-09,62923.21,63690.35,63690.35,62461.79,1.79,-1.21,SouthAmerica
2012-04-05,63691.18,63518.32,64298.85,63383.54,2.29,0.26,SouthAmerica
2012-04-04,63528.65,64301.29,64301.29,63450.34,2.74,-1.18,SouthAmerica
2012-04-03,64284.26,65217.73,65530.22,64015.27,2.77,-1.43,SouthAmerica
2012-04-02,65216.25,64514.56,65593.15,64198.56,2.97,1.09,SouthAmerica
2012-03-30,64510.97,64875.21,65363.3,64245.36,3.16,-0.56,SouthAmerica
2012-03-29,64871.99,65074.24,65074.24,64095.7,2.9,-0.32,SouthAmerica
2012-03-28,65079.34,66031.9,66031.9,64819.41,2.88,-1.45,SouthAmerica
2012-03-27,66037.35,66682.62,66967.92,65924.64,2.72,-0.97,SouthAmerica
2012-03-26,66684.59,65817.72,66775.65,65817.72,2.01,1.32,SouthAmerica
2012-03-23,65812.95,65831.3,66252.81,65576.28,2.52,-0.02,SouthAmerica
2012-03-22,65828.19,66860.05,66860.05,65534.25,2.68,-1.54,SouthAmerica
2012-03-21,66860.05,67297.24,67436.27,66762.19,1.98,-0.65,SouthAmerica
2012-03-20,67295.56,67724.88,67724.88,66704.16,2.07,-0.64,SouthAmerica
2012-03-19,67730.31,67684.53,68159.36,67546.64,2.14,0.07,SouthAmerica
2012-03-16,67684.13,67749.49,68152.89,67504.68,2.41,-0.1,SouthAmerica
2012-03-15,67749.49,68259.35,68259.35,67458.08,2.3,-0.74,SouthAmerica
2012-03-14,68257.22,68386.26,68969.99,67797.25,2.73,-0.2,SouthAmerica
2012-03-13,68394.33,66385.8,68419.61,66385.8,3.17,3.03,SouthAmerica
2012-03-12,66384.76,66686.53,66686.53,65965.01,2.15,-0.48,SouthAmerica
2012-03-09,66703.96,66908.01,67419.34,66679.16,2.25,-0.31,SouthAmerica
2012-03-08,66908.39,66032.15,67271.64,66032.15,2.89,1.35,SouthAmerica
2012-03-07,66016.76,65123.38,66052.86,65123.38,2.68,1.39,SouthAmerica
2012-03-06,65114.15,66962.06,66962.06,64892.29,2.74,-2.76,SouthAmerica
2012-03-05,66964.03,67782.0,67782.0,66755.76,2.32,-1.21,SouthAmerica
2012-03-02,67781.6,66810.11,67790.71,66810.11,2.56,1.45,SouthAmerica
2012-03-01,66809.8,65811.96,66930.56,65811.96,2.33,1.52,SouthAmerica
2012-02-29,65811.73,65970.33,66661.66,65532.78,3.35,-0.22,SouthAmerica
2012-02-28,65958.78,65244.89,66152.37,65240.13,2.72,1.1,SouthAmerica
2012-02-27,65241.49,65938.01,65953.72,65067.72,2.23,-1.06,SouthAmerica
2012-02-24,65942.73,65819.62,66335.22,65819.62,2.12,0.19,SouthAmerica
2012-02-23,65819.62,66084.23,66328.56,65589.51,2.32,-0.41,SouthAmerica
2012-02-22,66092.77,66204.96,66290.89,65850.86,1.79,-0.17,SouthAmerica
2012-02-17,66203.5,66158.46,66561.97,65823.37,2.35,0.09,SouthAmerica
2012-02-16,66141.7,65364.12,66161.34,64798.3,3.07,1.18,SouthAmerica
2012-02-15,65368.49,65041.18,66003.69,65041.18,3.83,0.51,SouthAmerica
2012-02-14,65038.53,65699.38,65855.22,64825.86,2.74,-0.99,SouthAmerica
2012-02-13,65691.53,63998.62,65713.45,63998.62,2.62,2.65,SouthAmerica
2012-02-10,63997.86,65525.47,65525.47,63879.92,3.5,-2.34,SouthAmerica
2012-02-09,65530.49,65831.23,66323.77,65188.89,2.69,-0.46,SouthAmerica
2012-02-08,65831.16,65917.69,66383.21,65647.07,2.89,-0.13,SouthAmerica
2012-02-07,65917.02,65213.1,65944.38,64800.64,2.72,1.06,SouthAmerica
2012-02-06,65223.72,65216.83,65229.12,64743.0,1.92,0.01,SouthAmerica
2012-02-03,65217.37,64588.66,65619.18,64136.58,3.06,0.97,SouthAmerica
2012-02-02,64593.1,64568.51,64854.7,64224.18,3.11,0.04,SouthAmerica
2012-02-01,64567.18,63085.06,64567.18,63085.06,3.9,2.37,SouthAmerica
2012-01-31,63072.31,62772.4,63393.65,62663.96,3.44,0.48,SouthAmerica
2012-01-30,62770.01,62901.79,62901.79,61989.1,2.2,-0.21,SouthAmerica
2012-01-27,62904.2,62954.57,63263.32,62769.35,2.22,-0.08,SouthAmerica
2012-01-26,62953.06,62486.22,63804.73,62485.21,3.17,0.75,SouthAmerica
2012-01-24,62486.22,62386.24,62535.83,61666.8,2.73,0.16,SouthAmerica
2012-01-23,62386.24,62311.63,62693.26,61908.47,2.38,0.12,SouthAmerica
2012-01-20,62312.13,61932.4,62312.13,61592.7,2.25,0.62,SouthAmerica
2012-01-19,61926.69,61726.31,62181.26,61565.51,2.84,0.33,SouthAmerica
2012-01-18,61722.86,60643.27,61722.86,60610.36,2.76,1.78,SouthAmerica
2012-01-17,60645.9,59961.04,60890.75,59961.04,2.52,1.15,SouthAmerica
2012-01-16,59956.46,59146.32,59981.82,59146.32,1.7,1.37,SouthAmerica
2012-01-13,59146.58,59917.89,59917.89,58874.06,5.62,-1.29,SouthAmerica
2012-01-12,59920.78,59965.8,60503.93,59586.37,2.15,-0.07,SouthAmerica
2012-01-11,59962.4,59798.62,60093.91,59422.64,2.25,0.26,SouthAmerica
2012-01-10,59805.96,59089.85,60111.75,59089.85,2.69,1.22,SouthAmerica
2012-01-09,59082.88,58601.23,59220.07,58598.7,2.24,0.82,SouthAmerica
2012-01-06,58600.37,58564.78,59260.95,58355.19,1.66,0.09,SouthAmerica
2012-01-05,58546.08,59353.52,59353.52,57962.51,2.35,-1.38,SouthAmerica
2012-01-04,59364.95,59263.03,59518.98,58557.77,2.25,0.17,SouthAmerica
2012-01-03,59264.87,57835.75,59288.17,57835.75,3.08,2.48,SouthAmerica
2012-01-02,57829.27,56755.13,57993.4,56649.27,2.61,1.89,SouthAmerica
2011-12-29,56754.08,56533.76,56945.39,56312.62,2.78,0.39,SouthAmerica
2011-12-28,56533.76,58006.4,58010.14,56447.13,1.61,-2.54,SouthAmerica
2011-12-27,58005.2,57665.91,58110.85,57610.75,1.62,0.58,SouthAmerica
2011-12-26,57669.48,57701.67,57856.1,57669.48,592.75,-0.05,SouthAmerica
2011-12-23,57701.07,57347.87,57791.59,57347.87,1.77,0.62,SouthAmerica
2011-12-22,57347.87,56655.99,57459.24,56557.49,2.29,1.23,SouthAmerica
2011-12-21,56653.37,56864.83,56864.83,56046.18,2.26,-0.37,SouthAmerica
2011-12-20,56864.85,55301.27,56864.85,55301.27,3.23,2.83,SouthAmerica
2011-12-19,55298.33,56100.14,56375.66,55298.33,2.83,-1.42,SouthAmerica
