Date,Price,Open,High,Low,Volume,Change %,Country
"Jun 29, 2020","21,995.04","22,255.05","22,281.38","21,969.59",737.16M,-2.30%,Japan
"Jun 26, 2020","22,512.08","22,424.37","22,589.14","22,408.27",666.39M,1.13%,Japan
"Jun 25, 2020","22,259.79","22,287.87","22,423.41","22,165.14",808.20M,-1.22%,Japan
"Jun 24, 2020","22,534.32","22,541.01","22,663.29","22,479.86",669.68M,-0.07%,Japan
"Jun 23, 2020","22,549.05","22,636.06","22,693.89","22,257.14",-,0.50%,Japan
"Jun 22, 2020","22,437.27","22,353.69","22,575.74","22,311.94",545.97M,-0.18%,Japan
"Jun 19, 2020","22,478.79","22,515.75","22,523.66","22,352.16",969.60M,0.55%,Japan
"Jun 18, 2020","22,355.46","22,363.88","22,432.25","22,125.35",652.27M,-0.45%,Japan
"Jun 17, 2020","22,455.76","22,517.14","22,536.38","22,318.07",724.82M,-0.56%,Japan
"Jun 16, 2020","22,582.21","21,912.29","22,624.14","21,899.48",1.00B,4.88%,Japan
"Jun 15, 2020","21,530.95","22,135.27","22,251.83","21,529.83",785.12M,-3.47%,Japan
"Jun 12, 2020","22,305.48","22,082.12","22,350.30","21,786.93",1.21B,-0.75%,Japan
"Jun 11, 2020","22,472.91","22,848.02","22,939.39","22,466.54",1.06B,-2.82%,Japan
"Jun 10, 2020","23,124.95","22,939.00","23,175.82","22,900.30",755.83M,0.15%,Japan
"Jun 09, 2020","23,091.03","23,135.79","23,185.85","22,933.14",914.63M,-0.38%,Japan
"Jun 08, 2020","23,178.10","23,121.98","23,178.10","23,028.62",1.08B,1.37%,Japan
"Jun 05, 2020","22,863.73","22,613.08","22,865.88","22,563.56",856.15M,0.74%,Japan
"Jun 04, 2020","22,695.74","22,885.14","22,907.92","22,501.81",919.55M,0.36%,Japan
"Jun 03, 2020","22,613.76","22,649.01","22,818.87","22,462.68",941.36M,1.29%,Japan
"Jun 02, 2020","22,325.61","22,175.52","22,401.79","22,118.40",778.91M,1.19%,Japan
"Jun 01, 2020","22,062.39","21,910.89","22,161.39","21,898.99",721.66M,0.84%,Japan
"May 29, 2020","21,877.89","21,807.63","21,955.44","21,710.80",1.53B,-0.18%,Japan
"May 28, 2020","21,916.31","21,612.90","21,926.29","21,580.50",1.34B,2.32%,Japan
"May 27, 2020","21,419.23","21,249.31","21,475.68","21,142.72",1.12B,0.70%,Japan
"May 26, 2020","21,271.17","20,927.96","21,328.34","20,918.11",871.91M,2.55%,Japan
"May 25, 2020","20,741.65","20,653.41","20,741.65","20,584.06",550.88M,1.73%,Japan
"May 22, 2020","20,388.16","20,583.95","20,615.12","20,334.99",711.49M,-0.80%,Japan
"May 21, 2020","20,552.31","20,692.59","20,734.91","20,503.87",628.63M,-0.21%,Japan
"May 20, 2020","20,595.15","20,454.49","20,684.46","20,454.03",717.58M,0.79%,Japan
"May 19, 2020","20,433.45","20,469.52","20,659.46","20,433.45",929.85M,1.49%,Japan
"May 18, 2020","20,133.73","20,097.62","20,197.59","19,999.10",719.00M,0.48%,Japan
"May 15, 2020","20,037.47","20,149.79","20,198.25","19,832.88",751.69M,0.62%,Japan
"May 14, 2020","19,914.78","20,140.49","20,185.00","19,902.93",769.07M,-1.74%,Japan
"May 13, 2020","20,267.05","20,140.92","20,329.89","20,056.46",795.08M,-0.49%,Japan
"May 12, 2020","20,366.48","20,413.23","20,457.37","20,293.97",676.67M,-0.12%,Japan
"May 11, 2020","20,390.66","20,333.73","20,534.88","20,285.04",761.76M,1.05%,Japan
"May 08, 2020","20,179.09","19,972.09","20,179.09","19,894.58",822.09M,2.56%,Japan
"May 07, 2020","19,674.77","19,468.52","19,720.87","19,448.93",828.64M,0.28%,Japan
"May 01, 2020","19,619.35","19,991.97","20,000.25","19,551.73",866.44M,-2.84%,Japan
"Apr 30, 2020","20,193.69","20,105.68","20,365.89","20,084.83",1.03B,2.14%,Japan
"Apr 28, 2020","19,771.19","19,776.18","19,841.78","19,638.48",685.79M,-0.06%,Japan
"Apr 27, 2020","19,783.22","19,410.84","19,819.06","19,410.18",775.76M,2.71%,Japan
"Apr 24, 2020","19,262.00","19,331.86","19,352.24","19,175.38",847.02M,-0.86%,Japan
"Apr 23, 2020","19,429.44","19,313.04","19,429.44","19,221.54",725.80M,1.52%,Japan
"Apr 22, 2020","19,137.95","19,109.18","19,137.95","18,858.25",764.03M,-0.74%,Japan
"Apr 21, 2020","19,280.78","19,479.83","19,529.06","19,193.22",794.36M,-1.97%,Japan
"Apr 20, 2020","19,669.12","19,689.85","19,784.38","19,611.79",650.06M,-1.15%,Japan
"Apr 17, 2020","19,897.26","19,575.85","19,922.07","19,554.70",878.43M,3.15%,Japan
"Apr 16, 2020","19,290.20","19,311.30","19,362.17","19,154.41",814.48M,-1.33%,Japan
"Apr 15, 2020","19,550.09","19,589.25","19,660.68","19,465.95",940.97M,-0.45%,Japan
"Apr 14, 2020","19,638.81","19,150.30","19,705.99","19,093.12",818.78M,3.13%,Japan
"Apr 13, 2020","19,043.40","19,312.04","19,355.04","19,014.32",656.32M,-2.33%,Japan
"Apr 10, 2020","19,498.50","19,500.07","19,500.07","19,235.96",874.94M,0.79%,Japan
"Apr 09, 2020","19,345.77","19,376.00","19,406.96","19,158.55",822.67M,-0.04%,Japan
"Apr 08, 2020","19,353.24","19,047.76","19,454.34","18,730.80",1.06B,2.13%,Japan
"Apr 07, 2020","18,950.18","18,878.86","19,162.52","18,553.14",1.08B,2.01%,Japan
"Apr 06, 2020","18,576.30","17,857.99","18,672.26","17,802.62",1.06B,4.24%,Japan
"Apr 03, 2020","17,820.19","17,951.44","18,059.15","17,646.50",959.83M,0.01%,Japan
"Apr 02, 2020","17,818.72","17,934.42","18,132.04","17,707.66",1.07B,-1.37%,Japan
"Apr 01, 2020","18,065.41","18,686.12","18,784.25","17,871.62",1.06B,-4.50%,Japan
"Mar 31, 2020","18,917.01","19,181.90","19,336.19","18,834.16",1.22B,-0.88%,Japan
"Mar 30, 2020","19,084.97","18,884.07","19,084.97","18,578.20",1.21B,-1.57%,Japan
"Mar 27, 2020","19,389.43","19,021.97","19,389.43","18,832.21",1.49B,3.88%,Japan
"Mar 26, 2020","18,664.60","19,234.77","19,240.29","18,512.81",1.28B,-4.51%,Japan
"Mar 25, 2020","19,546.63","18,446.80","19,564.38","18,446.80",1.48B,8.04%,Japan
"Mar 24, 2020","18,092.35","17,206.88","18,100.39","17,197.14",1.47B,7.13%,Japan
"Mar 23, 2020","16,887.78","16,570.57","17,049.03","16,480.95",1.70B,2.02%,Japan
"Mar 19, 2020","16,552.83","16,995.77","17,160.97","16,358.19",1.99B,-1.04%,Japan
"Mar 18, 2020","16,726.55","17,154.08","17,396.84","16,698.46",1.77B,-1.68%,Japan
"Mar 17, 2020","17,011.53","16,726.95","17,557.04","16,378.94",1.99B,0.06%,Japan
"Mar 16, 2020","17,002.04","17,586.08","17,785.76","16,914.45",1.58B,-2.46%,Japan
"Mar 13, 2020","17,431.05","18,183.47","18,184.46","16,690.60",2.33B,-6.08%,Japan
"Mar 12, 2020","18,559.63","19,064.51","19,142.18","18,339.27",1.65B,-4.41%,Japan
"Mar 11, 2020","19,416.06","19,758.26","19,974.83","19,392.25",1.29B,-2.27%,Japan
"Mar 10, 2020","19,867.12","19,474.89","19,970.35","18,891.77",1.65B,0.85%,Japan
"Mar 09, 2020","19,698.76","20,343.31","20,347.19","19,472.26",1.70B,-5.07%,Japan
"Mar 06, 2020","20,749.75","21,009.80","21,061.20","20,613.91",1.12B,-2.72%,Japan
"Mar 05, 2020","21,329.12","21,399.87","21,399.87","21,220.76",857.31M,1.09%,Japan
"Mar 04, 2020","21,100.06","20,897.20","21,245.93","20,862.05",946.26M,0.08%,Japan
"Mar 03, 2020","21,082.73","21,651.99","21,719.78","21,082.73",1.05B,-1.22%,Japan
"Mar 02, 2020","21,344.08","20,849.79","21,593.11","20,834.29",1.24B,0.95%,Japan
"Feb 28, 2020","21,142.96","21,518.01","21,528.13","20,916.40",1.48B,-3.67%,Japan
"Feb 27, 2020","21,948.23","22,255.83","22,272.26","21,844.29",1.06B,-2.13%,Japan
"Feb 26, 2020","22,426.19","22,374.14","22,456.55","22,127.42",993.40M,-0.79%,Japan
"Feb 25, 2020","22,605.41","22,949.37","22,950.23","22,335.21",1.06B,-3.34%,Japan
"Feb 21, 2020","23,386.74","23,427.77","23,588.55","23,378.33",620.67M,-0.39%,Japan
"Feb 20, 2020","23,479.15","23,666.58","23,806.56","23,426.42",632.71M,0.34%,Japan
"Feb 19, 2020","23,400.70","23,329.33","23,468.56","23,234.96",615.89M,0.89%,Japan
"Feb 18, 2020","23,193.80","23,398.57","23,402.01","23,133.60",595.04M,-1.40%,Japan
"Feb 17, 2020","23,523.24","23,489.78","23,561.98","23,335.99",540.38M,-0.69%,Japan
"Feb 14, 2020","23,687.59","23,714.52","23,738.42","23,603.48",691.05M,-0.59%,Japan
"Feb 13, 2020","23,827.73","23,849.76","23,908.85","23,784.31",645.17M,-0.14%,Japan
"Feb 12, 2020","23,861.21","23,741.21","23,869.73","23,693.72",746.48M,0.74%,Japan
"Feb 10, 2020","23,685.98","23,631.79","23,788.25","23,621.72",565.47M,-0.60%,Japan
"Feb 07, 2020","23,827.98","23,899.01","23,943.45","23,759.42",653.61M,-0.19%,Japan
"Feb 06, 2020","23,873.59","23,641.10","23,995.37","23,625.13",950.80M,2.38%,Japan
"Feb 05, 2020","23,319.56","23,351.47","23,414.69","23,241.64",703.37M,1.02%,Japan
"Feb 04, 2020","23,084.59","22,881.13","23,118.13","22,854.45",679.45M,0.49%,Japan
"Feb 03, 2020","22,971.94","22,874.27","23,023.73","22,775.92",725.33M,-1.01%,Japan
"Jan 31, 2020","23,205.18","23,148.92","23,421.59","23,139.98",753.66M,0.99%,Japan
"Jan 30, 2020","22,977.75","23,284.58","23,318.57","22,892.95",695.56M,-1.72%,Japan
"Jan 29, 2020","23,379.40","23,309.32","23,392.61","23,214.28",549.20M,0.71%,Japan
"Jan 28, 2020","23,215.71","23,126.93","23,243.36","23,115.15",643.74M,-0.55%,Japan
"Jan 27, 2020","23,343.51","23,427.90","23,463.89","23,317.32",624.17M,-2.03%,Japan
"Jan 24, 2020","23,827.18","23,850.12","23,869.38","23,755.32",486.58M,0.13%,Japan
"Jan 23, 2020","23,795.44","23,843.51","23,910.01","23,779.23",555.11M,-0.98%,Japan
"Jan 22, 2020","24,031.35","23,835.49","24,040.87","23,831.10",489.71M,0.70%,Japan
"Jan 21, 2020","23,864.56","24,072.81","24,081.75","23,843.48",445.89M,-0.91%,Japan
"Jan 20, 2020","24,083.51","24,080.68","24,108.11","24,061.67",382.87M,0.18%,Japan
"Jan 17, 2020","24,041.26","24,103.45","24,115.95","24,013.75",593.81M,0.45%,Japan
"Jan 16, 2020","23,933.13","23,960.20","23,975.38","23,905.38",553.63M,0.07%,Japan
"Jan 15, 2020","23,916.58","23,923.48","23,997.39","23,875.82",571.55M,-0.45%,Japan
"Jan 14, 2020","24,025.17","23,969.04","24,059.86","23,951.66",642.33M,0.73%,Japan
"Jan 10, 2020","23,850.57","23,813.28","23,903.29","23,761.08",558.61M,0.47%,Japan
"Jan 09, 2020","23,739.87","23,530.29","23,767.09","23,506.15",621.91M,2.31%,Japan
"Jan 08, 2020","23,204.76","23,217.49","23,303.21","22,951.18",794.10M,-1.57%,Japan
"Jan 07, 2020","23,575.72","23,320.12","23,577.44","23,299.92",642.51M,1.60%,Japan
"Jan 06, 2020","23,204.86","23,319.76","23,365.36","23,148.53",728.30M,-1.91%,Japan
"Nov 18, 2020","6,531.10","6,498.20","6,541.20","6,494.70",805.51M,0.51%,Australia
"Nov 17, 2020","6,498.20","6,484.30","6,530.40","6,484.30",971.35M,0.21%,Australia
"Nov 16, 2020","6,484.30","6,405.20","6,487.30","6,405.20",40.17M,1.23%,Australia
"Nov 13, 2020","6,405.20","6,418.40","6,418.40","6,377.60",688.64M,-0.20%,Australia
"Nov 12, 2020","6,418.20","6,449.70","6,470.90","6,399.60",829.76M,-0.49%,Australia
"Nov 11, 2020","6,449.70","6,340.50","6,451.00","6,340.50",1.02B,1.72%,Australia
"Nov 10, 2020","6,340.50","6,298.80","6,438.20","6,298.80",1.25B,0.66%,Australia
"Nov 09, 2020","6,298.80","6,190.20","6,303.10","6,190.20",591.59M,1.75%,Australia
"Nov 06, 2020","6,190.20","6,139.60","6,202.30","6,139.60",665.17M,0.82%,Australia
"Nov 05, 2020","6,139.60","6,062.10","6,143.70","6,062.10",678.42M,1.28%,Australia
"Nov 04, 2020","6,062.10","6,066.40","6,096.40","5,986.00",674.33M,-0.07%,Australia
"Nov 03, 2020","6,066.40","5,951.30","6,090.80","5,951.30",609.08M,1.93%,Australia
"Nov 02, 2020","5,951.30","5,927.60","5,960.60","5,904.10",595.01M,0.40%,Australia
"Oct 30, 2020","5,927.60","5,960.30","5,986.60","5,927.60",871.37M,-0.55%,Australia
"Oct 29, 2020","5,960.30","6,057.70","6,057.70","5,940.00",697.44M,-1.61%,Australia
"Oct 28, 2020","6,057.70","6,051.00","6,075.60","6,020.20",617.67M,0.11%,Australia
"Oct 27, 2020","6,051.00","6,155.60","6,155.60","6,033.80",709.90M,-1.70%,Australia
"Oct 26, 2020","6,155.60","6,167.00","6,206.50","6,154.80",606.42M,-0.18%,Australia
"Oct 23, 2020","6,167.00","6,173.80","6,184.20","6,148.40",562.63M,-0.11%,Australia
"Oct 22, 2020","6,173.80","6,191.80","6,191.80","6,100.60",716.03M,-0.29%,Australia
"Oct 21, 2020","6,191.80","6,184.60","6,206.30","6,181.20",586.90M,0.12%,Australia
"Oct 20, 2020","6,184.60","6,229.40","6,241.10","6,181.10",583.64M,-0.72%,Australia
"Oct 19, 2020","6,229.40","6,176.80","6,248.30","6,176.80",486.78M,0.85%,Australia
"Oct 16, 2020","6,176.80","6,210.30","6,216.20","6,165.00",619.00M,-0.54%,Australia
"Oct 15, 2020","6,210.30","6,179.20","6,233.40","6,179.20",658.41M,0.50%,Australia
"Oct 14, 2020","6,179.20","6,195.70","6,198.40","6,174.70",630.14M,-0.27%,Australia
"Oct 13, 2020","6,195.70","6,132.00","6,214.70","6,132.00",642.82M,1.04%,Australia
"Oct 12, 2020","6,131.90","6,102.20","6,132.00","6,093.10",489.51M,0.49%,Australia
"Oct 09, 2020","6,102.20","6,102.00","6,127.40","6,087.60",564.44M,0.00%,Australia
"Oct 08, 2020","6,102.20","6,036.40","6,123.40","6,036.40",630.68M,1.09%,Australia
"Oct 07, 2020","6,036.40","5,962.10","6,043.80","5,944.70",627.13M,1.25%,Australia
"Oct 06, 2020","5,962.10","5,941.60","5,963.90","5,912.70",625.75M,0.35%,Australia
"Oct 05, 2020","5,941.60","5,791.50","5,942.80","5,791.50",430.90M,2.59%,Australia
"Oct 02, 2020","5,791.50","5,872.90","5,872.90","5,779.60",776.28M,-1.39%,Australia
"Oct 01, 2020","5,872.90","5,815.90","5,916.50","5,815.90",606.56M,0.98%,Australia
"Sep 30, 2020","5,815.90","5,952.00","5,952.00","5,815.90",921.55M,-2.29%,Australia
"Sep 29, 2020","5,952.10","5,952.30","5,995.40","5,935.10",625.44M,-0.00%,Australia
"Sep 28, 2020","5,952.30","5,964.90","5,977.30","5,941.00",571.66M,-0.21%,Australia
"Sep 25, 2020","5,964.90","5,875.90","5,973.70","5,875.90",673.48M,1.51%,Australia
"Sep 24, 2020","5,875.90","5,923.90","5,923.90","5,824.80",703.77M,-0.81%,Australia
"Sep 23, 2020","5,923.90","5,784.10","5,933.30","5,784.10",829.54M,2.42%,Australia
"Sep 22, 2020","5,784.10","5,822.60","5,822.60","5,763.20",791.65M,-0.66%,Australia
"Sep 21, 2020","5,822.60","5,864.50","5,868.50","5,808.20",687.88M,-0.71%,Australia
"Sep 18, 2020","5,864.50","5,883.20","5,921.40","5,864.50",1.51B,-0.32%,Australia
"Sep 17, 2020","5,883.20","5,956.10","5,956.50","5,883.20",914.26M,-1.22%,Australia
"Sep 16, 2020","5,956.10","5,894.80","5,958.50","5,894.80",830.77M,1.04%,Australia
"Sep 15, 2020","5,894.80","5,899.50","5,919.20","5,883.90",799.26M,-0.08%,Australia
"Sep 14, 2020","5,899.50","5,859.40","5,903.20","5,859.40",615.77M,0.68%,Australia
"Sep 11, 2020","5,859.40","5,908.50","5,908.50","5,836.20",620.67M,-0.83%,Australia
"Sep 10, 2020","5,908.50","5,878.60","5,955.70","5,874.80",743.99M,0.51%,Australia
"Sep 09, 2020","5,878.60","6,007.80","6,007.80","5,849.40",808.24M,-2.15%,Australia
"Sep 08, 2020","6,007.80","5,944.80","6,025.50","5,944.80",609.83M,1.06%,Australia
"Sep 07, 2020","5,944.80","5,925.50","5,958.90","5,869.90",583.56M,0.33%,Australia
"Sep 04, 2020","5,925.50","6,112.60","6,112.60","5,918.80",761.76M,-3.06%,Australia
"Sep 03, 2020","6,112.60","6,063.20","6,130.80","6,063.20",745.60M,0.81%,Australia
"Sep 02, 2020","6,063.20","5,953.40","6,075.70","5,953.40",780.03M,1.84%,Australia
"Sep 01, 2020","5,953.40","6,060.50","6,060.50","5,908.90",870.05M,-1.77%,Australia
"Aug 31, 2020","6,060.50","6,073.80","6,093.90","6,060.50",802.09M,-0.22%,Australia
"Aug 28, 2020","6,073.80","6,126.20","6,126.20","6,056.00",785.26M,-0.86%,Australia
"Aug 27, 2020","6,126.20","6,116.40","6,159.80","6,116.40",863.79M,0.16%,Australia
"Aug 26, 2020","6,116.40","6,160.40","6,160.40","6,079.80",879.70M,-0.73%,Australia
"Aug 25, 2020","6,161.40","6,129.60","6,199.20","6,129.60",898.35M,0.52%,Australia
"Aug 24, 2020","6,129.60","6,111.20","6,134.80","6,094.70",785.16M,0.30%,Australia
"Aug 21, 2020","6,111.20","6,120.00","6,166.40","6,104.80",812.22M,-0.14%,Australia
"Aug 20, 2020","6,120.00","6,167.60","6,167.60","6,096.70",866.09M,-0.77%,Australia
"Aug 19, 2020","6,167.60","6,123.40","6,196.60","6,122.50",879.40M,0.72%,Australia
"Aug 18, 2020","6,123.40","6,076.40","6,139.30","6,075.60",805.49M,0.77%,Australia
"Aug 17, 2020","6,076.40","6,126.20","6,126.20","6,059.30",686.57M,-0.81%,Australia
"Aug 14, 2020","6,126.20","6,091.00","6,139.10","6,091.00",734.64M,0.58%,Australia
"Aug 13, 2020","6,091.00","6,132.00","6,157.30","6,075.80",871.59M,-0.67%,Australia
"Aug 12, 2020","6,132.00","6,138.70","6,154.50","6,101.10",771.47M,-0.11%,Australia
"Aug 11, 2020","6,138.70","6,110.20","6,186.10","6,110.20",714.14M,0.47%,Australia
"Aug 10, 2020","6,110.20","6,004.80","6,125.30","6,004.80",640.57M,1.76%,Australia
"Aug 07, 2020","6,004.80","6,042.20","6,042.20","5,993.40",612.54M,-0.62%,Australia
"Aug 06, 2020","6,042.20","6,001.30","6,049.30","6,001.30",689.00M,0.68%,Australia
"Aug 05, 2020","6,001.30","6,037.60","6,037.60","5,964.90",629.09M,-0.60%,Australia
"Aug 04, 2020","6,037.60","5,926.10","6,059.50","5,926.10",689.61M,1.88%,Australia
"Aug 03, 2020","5,926.10","5,927.80","5,947.10","5,860.70",729.13M,-0.03%,Australia
"Jul 31, 2020","5,927.80","6,051.10","6,051.10","5,893.20",879.06M,-2.04%,Australia
"Jul 30, 2020","6,051.10","6,006.40","6,067.00","6,006.40",664.05M,0.74%,Australia
"Jul 29, 2020","6,006.40","6,020.50","6,051.10","6,000.70",665.99M,-0.23%,Australia
"Jul 28, 2020","6,020.50","6,044.20","6,113.80","6,019.80",718.91M,-0.39%,Australia
"Jul 27, 2020","6,044.20","6,024.00","6,044.50","6,013.10",540.09M,0.34%,Australia
"Jul 24, 2020","6,024.00","6,094.50","6,094.50","6,010.70",547.03M,-1.16%,Australia
"Jul 23, 2020","6,094.50","6,075.10","6,102.70","6,052.10",622.97M,0.32%,Australia
"Jul 22, 2020","6,075.10","6,156.30","6,156.30","6,055.50",609.70M,-1.32%,Australia
"Jul 21, 2020","6,156.30","6,001.60","6,160.60","6,001.60",694.75M,2.58%,Australia
"Jul 20, 2020","6,001.60","6,033.60","6,038.80","5,991.90",480.11M,-0.53%,Australia
"Jul 17, 2020","6,033.60","6,010.90","6,042.40","5,999.40",583.24M,0.38%,Australia
"Jul 16, 2020","6,010.90","6,052.90","6,078.00","5,989.90",670.40M,-0.69%,Australia
"Jul 15, 2020","6,052.90","5,941.10","6,052.90","5,941.10",655.75M,1.88%,Australia
"Jul 14, 2020","5,941.10","5,977.50","5,977.50","5,918.80",644.96M,-0.61%,Australia
"Jul 13, 2020","5,977.50","5,998.40","6,007.40","5,919.20",662.16M,0.98%,Australia
"Jul 10, 2020","5,919.20","5,955.50","5,956.20","5,899.50",565.37M,-0.61%,Australia
"Jul 09, 2020","5,955.50","5,920.30","5,998.80","5,920.30",680.98M,0.59%,Australia
"Jul 08, 2020","5,920.30","6,012.90","6,018.40","5,920.30",774.15M,-1.54%,Australia
"Jul 07, 2020","6,012.90","6,014.60","6,077.30","6,004.20",763.83M,-0.03%,Australia
"Jul 06, 2020","6,014.60","6,057.90","6,078.30","6,014.60",568.10M,-0.71%,Australia
"Jul 03, 2020","6,057.90","6,032.70","6,101.40","6,021.70",645.93M,0.42%,Australia
"Jul 02, 2020","6,032.70","5,934.40","6,034.90","5,934.40",830.20M,1.66%,Australia
"Jul 01, 2020","5,934.40","5,897.90","5,953.90","5,892.80",723.29M,0.62%,Australia
"Jun 30, 2020","5,897.90","5,815.00","5,955.20","5,815.00",1.00B,1.43%,Australia
"Jun 29, 2020","5,815.00","5,904.10","5,904.10","5,773.20",699.34M,-1.51%,Australia
"Jun 26, 2020","5,904.10","5,817.70","5,913.60","5,817.70",901.34M,1.49%,Australia
"Jun 25, 2020","5,817.70","5,965.70","5,965.70","5,817.70",877.19M,-2.48%,Australia
"Jun 24, 2020","5,965.70","5,954.40","5,992.80","5,942.30",811.61M,0.19%,Australia
"Jun 23, 2020","5,954.40","5,944.50","5,999.20","5,882.80",903.57M,0.17%,Australia
"Jun 22, 2020","5,944.50","5,942.60","5,972.60","5,881.10",761.32M,0.03%,Australia
"Jun 19, 2020","5,942.60","5,936.50","6,006.30","5,929.90",1.96B,0.10%,Australia
"Jun 18, 2020","5,936.50","5,991.80","5,991.80","5,888.70",1.12B,-0.92%,Australia
"Jun 17, 2020","5,991.80","5,942.30","5,991.80","5,931.50",916.88M,0.83%,Australia
"Jun 16, 2020","5,942.30","5,719.80","5,975.80","5,719.80",1.08B,3.89%,Australia
"Jun 15, 2020","5,719.80","5,847.80","5,857.70","5,719.80",1.04B,-2.19%,Australia
"Jun 12, 2020","5,847.80","5,960.60","5,960.60","5,756.50",1.32B,-1.89%,Australia
"Jun 11, 2020","5,960.60","6,148.40","6,148.40","5,949.60",1.15B,-3.05%,Australia
"Jun 10, 2020","6,148.40","6,144.90","6,182.30","6,089.70",1.02B,0.06%,Australia
"Jun 09, 2020","6,144.90","5,998.70","6,198.60","5,998.70",1.40B,2.44%,Australia
"Jun 05, 2020","5,998.70","5,991.80","6,017.80","5,963.00",946.42M,0.12%,Australia
"Jun 04, 2020","5,991.80","5,941.60","6,040.20","5,941.60",1.27B,0.84%,Australia
"Jun 03, 2020","5,941.60","5,835.10","5,943.70","5,835.10",1.02B,1.83%,Australia
"Jun 02, 2020","5,835.10","5,819.20","5,859.00","5,800.00",952.39M,0.27%,Australia
"Jun 01, 2020","5,819.20","5,755.70","5,819.20","5,705.40",837.30M,1.10%,Australia
"May 29, 2020","5,755.70","5,851.10","5,851.10","5,755.70",2.38B,-1.63%,Australia
"May 28, 2020","5,851.10","5,775.00","5,922.00","5,775.00",1.21B,1.32%,Australia
"May 27, 2020","5,775.00","5,780.00","5,835.90","5,713.90",1.34B,-0.09%,Australia
"May 26, 2020","5,780.00","5,615.60","5,780.00","5,615.60",1.02B,2.93%,Australia
"May 25, 2020","5,615.60","5,497.00","5,615.60","5,497.00",670.60M,2.16%,Australia
"May 22, 2020","5,497.00","5,550.40","5,569.70","5,494.80",759.09M,-0.96%,Australia
"May 21, 2020","5,550.40","5,573.00","5,610.80","5,545.20",846.33M,-0.41%,Australia
"May 20, 2020","5,573.00","5,559.50","5,587.10","5,507.00",713.23M,0.24%,Australia
"May 19, 2020","5,559.50","5,460.50","5,606.80","5,460.50",913.87M,1.81%,Australia
"May 18, 2020","5,460.50","5,404.80","5,486.30","5,404.80",792.71M,1.03%,Australia
"May 15, 2020","5,404.80","5,328.70","5,412.40","5,328.70",750.21M,1.43%,Australia
"May 14, 2020","5,328.70","5,421.70","5,421.70","5,328.70",808.23M,-1.72%,Australia
"May 13, 2020","5,421.90","5,403.00","5,421.90","5,301.90",887.60M,0.35%,Australia
"May 12, 2020","5,403.00","5,461.20","5,461.40","5,374.00",866.37M,-1.07%,Australia
"May 11, 2020","5,461.20","5,391.10","5,489.50","5,391.10",795.77M,1.30%,Australia
"May 08, 2020","5,391.10","5,364.20","5,428.00","5,364.20",851.25M,0.50%,Australia
"May 07, 2020","5,364.20","5,384.60","5,388.30","5,347.30",779.96M,-0.38%,Australia
"May 06, 2020","5,384.60","5,407.10","5,408.60","5,345.00",694.84M,-0.42%,Australia
"May 05, 2020","5,407.10","5,319.80","5,407.10","5,319.80",721.92M,1.64%,Australia
"May 04, 2020","5,319.80","5,245.90","5,328.40","5,169.60",853.42M,1.41%,Australia
"May 01, 2020","5,245.90","5,522.40","5,522.40","5,245.90",1.01B,-5.01%,Australia
"Apr 30, 2020","5,522.40","5,393.40","5,549.10","5,393.40",1.20B,2.39%,Australia
"Apr 29, 2020","5,393.40","5,313.10","5,393.40","5,312.70",882.57M,1.51%,Australia
"Apr 28, 2020","5,313.10","5,321.40","5,373.80","5,272.80",851.84M,-0.16%,Australia
"Apr 27, 2020","5,321.40","5,242.60","5,329.40","5,214.80",691.72M,1.50%,Australia
"Apr 24, 2020","5,242.60","5,217.10","5,263.80","5,207.50",773.94M,0.49%,Australia
"Apr 23, 2020","5,217.10","5,221.20","5,282.60","5,181.70",876.97M,-0.08%,Australia
"Apr 22, 2020","5,221.20","5,221.30","5,251.70","5,100.70",996.73M,-0.00%,Australia
"Apr 21, 2020","5,221.30","5,353.00","5,353.00","5,214.50",960.54M,-2.46%,Australia
"Apr 20, 2020","5,353.00","5,486.30","5,490.60","5,353.00",855.42M,-2.45%,Australia
"Apr 17, 2020","5,487.50","5,416.30","5,563.60","5,416.30",1.13B,1.31%,Australia
"Apr 16, 2020","5,416.30","5,466.70","5,466.70","5,345.00",1.12B,-0.92%,Australia
"Apr 15, 2020","5,466.70","5,488.10","5,533.00","5,416.40",1.02B,-0.39%,Australia
"Apr 14, 2020","5,488.10","5,387.30","5,490.70","5,360.00",1.16B,1.87%,Australia
"Apr 09, 2020","5,387.30","5,206.90","5,387.30","5,206.90",914.16M,3.46%,Australia
"Apr 08, 2020","5,206.90","5,252.30","5,321.00","5,121.90",1.16B,-0.86%,Australia
"Apr 07, 2020","5,252.30","5,286.80","5,423.10","5,187.00",1.11B,-0.65%,Australia
"Apr 06, 2020","5,286.80","5,067.50","5,302.20","5,067.50",912.70M,4.33%,Australia
"Apr 03, 2020","5,067.50","5,154.30","5,246.80","5,022.40",1.07B,-1.68%,Australia
"Apr 02, 2020","5,154.30","5,258.60","5,258.60","5,065.20",1.02B,-1.98%,Australia
"Apr 01, 2020","5,258.60","5,076.80","5,272.30","5,076.80",1.06B,3.58%,Australia
"Mar 31, 2020","5,076.80","5,181.40","5,366.40","5,005.80",1.52B,-2.02%,Australia
"Mar 30, 2020","5,181.40","4,842.40","5,181.40","4,833.10",1.03B,7.00%,Australia
"Mar 27, 2020","4,842.40","5,113.30","5,236.70","4,842.40",1.46B,-5.30%,Australia
