"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 27, 2020","10,536.27","10,421.70","10,546.43","10,399.86","912.98M","1.67%"
"Jul 24, 2020","10,363.18","10,294.41","10,418.75","10,217.31","909.49M","-0.94%"
"Jul 23, 2020","10,461.42","10,689.50","10,728.12","10,407.87","990.59M","-2.29%"
"Jul 22, 2020","10,706.13","10,687.58","10,745.32","10,627.45","841.40M","0.24%"
"Jul 21, 2020","10,680.36","10,837.88","10,839.93","10,650.46","1.06B","-0.81%"
"Jul 20, 2020","10,767.09","10,526.02","10,783.80","10,488.04","937.33M","2.51%"
"Jul 17, 2020","10,503.19","10,500.52","10,532.62","10,421.21","951.84M","0.28%"
"Jul 16, 2020","10,473.83","10,443.87","10,499.79","10,364.39","873.49M","-0.73%"
"Jul 15, 2020","10,550.49","10,576.72","10,604.67","10,420.54","1.04B","0.59%"
"Jul 14, 2020","10,488.58","10,310.25","10,497.83","10,182.46","974.17M","0.94%"
"Jul 13, 2020","10,390.84","10,729.92","10,824.79","10,368.04","1.08B","-2.13%"
"Jul 10, 2020","10,617.44","10,545.91","10,622.35","10,447.01","781.92M","0.66%"
"Jul 09, 2020","10,547.75","10,563.72","10,578.10","10,379.91","901.21M","0.53%"
"Jul 08, 2020","10,492.50","10,409.35","10,494.63","10,350.96","901.93M","1.44%"
"Jul 07, 2020","10,343.89","10,412.46","10,518.98","10,337.98","946.99M","-0.86%"
"Jul 06, 2020","10,433.65","10,360.38","10,462.05","10,354.98","1.04B","2.21%"
"Jul 02, 2020","10,207.63","10,268.67","10,310.36","10,194.06","887.00M","0.52%"
"Jul 01, 2020","10,154.63","10,063.67","10,197.19","10,048.04","972.05M","0.95%"
"Jun 30, 2020","10,058.76","9,875.29","10,085.59","9,863.67","1.10B","1.87%"
"Jun 29, 2020","9,874.15","9,771.72","9,877.34","9,663.61","977.01M","1.20%"
"Jun 26, 2020","9,757.22","9,995.12","10,000.67","9,749.07","2.67B","-2.59%"
"Jun 25, 2020","10,017.00","9,899.36","10,023.28","9,810.47","1.06B","1.09%"
"Jun 24, 2020","9,909.17","10,092.92","10,137.50","9,842.22","1.26B","-2.19%"
"Jun 23, 2020","10,131.37","10,130.83","10,221.85","10,112.44","1.18B","0.74%"
"Jun 22, 2020","10,056.47","9,945.49","10,059.61","9,916.60","1.06B","1.11%"
"Jun 19, 2020","9,946.12","10,042.13","10,053.91","9,872.94","2.39B","0.03%"
"Jun 18, 2020","9,943.05","9,892.48","9,959.20","9,885.66","1.03B","0.33%"
"Jun 17, 2020","9,910.53","9,943.31","9,991.21","9,891.81","1.01B","0.15%"
"Jun 16, 2020","9,895.87","9,949.78","9,963.63","9,748.38","1.09B","1.75%"
"Jun 15, 2020","9,726.02","9,426.90","9,756.07","9,403.00","1.08B","1.43%"
"Jun 12, 2020","9,588.81","9,715.87","9,768.64","9,413.62","1.04B","1.01%"
"Jun 11, 2020","9,492.73","9,791.24","9,868.08","9,491.30","1.25B","-5.27%"
"Jun 10, 2020","10,020.35","10,012.32","10,086.89","9,962.58","1.11B","0.67%"
"Jun 09, 2020","9,953.75","9,867.19","10,002.50","9,863.27","1.12B","0.29%"
"Jun 08, 2020","9,924.75","9,823.44","9,927.13","9,780.61","1.34B","1.13%"
"Jun 05, 2020","9,814.08","9,703.54","9,845.69","9,685.35","1.44B","2.06%"
"Jun 04, 2020","9,615.81","9,649.65","9,716.14","9,560.41","1.29B","-0.69%"
"Jun 03, 2020","9,682.91","9,651.86","9,707.78","9,627.17","1.01B","0.78%"
"Jun 02, 2020","9,608.38","9,566.53","9,611.22","9,472.08","908.58M","0.59%"
"Jun 01, 2020","9,552.05","9,471.42","9,571.28","9,462.32","878.99M","0.66%"
"May 29, 2020","9,489.87","9,382.35","9,505.55","9,324.73","1.45B","1.29%"
"May 28, 2020","9,368.99","9,392.99","9,523.64","9,345.28","877.39M","-0.46%"
"May 27, 2020","9,412.36","9,346.12","9,414.62","9,144.28","951.52M","0.77%"
"May 26, 2020","9,340.22","9,501.21","9,501.21","9,333.16","967.90M","0.17%"
"May 22, 2020","9,324.59","9,278.55","9,328.28","9,239.41","746.03M","0.43%"
"May 21, 2020","9,284.88","9,375.19","9,405.25","9,254.85","785.34M","-0.97%"
"May 20, 2020","9,375.78","9,305.62","9,392.82","9,304.20","938.19M","2.08%"
"May 19, 2020","9,185.10","9,227.46","9,317.25","9,183.25","869.45M","-0.54%"
"May 18, 2020","9,234.83","9,177.15","9,267.22","9,154.35","968.79M","2.44%"
"May 15, 2020","9,014.56","8,839.99","9,018.40","8,821.38","1.03B","0.79%"
"May 14, 2020","8,943.72","8,788.04","8,945.71","8,705.25","883.25M","0.91%"
"May 13, 2020","8,863.17","9,006.04","9,074.16","8,752.68","952.96M","-1.55%"
"May 12, 2020","9,002.55","9,225.14","9,250.96","9,000.07","922.43M","-2.06%"
"May 11, 2020","9,192.34","9,054.91","9,241.92","9,053.17","878.43M","0.78%"
"May 08, 2020","9,121.32","9,056.89","9,125.98","9,018.21","824.61M","1.58%"
"May 07, 2020","8,979.66","8,973.78","9,015.99","8,932.86","831.29M","1.41%"
"May 06, 2020","8,854.39","8,874.70","8,933.25","8,819.37","782.81M","0.51%"
"May 05, 2020","8,809.12","8,809.66","8,909.96","8,781.31","834.18M","1.13%"
"May 04, 2020","8,710.71","8,555.32","8,715.82","8,537.83","806.28M","1.23%"
"May 01, 2020","8,604.95","8,681.29","8,754.46","8,566.84","868.79M","-3.20%"
"Apr 30, 2020","8,889.55","8,911.01","8,926.11","8,825.83","1.13B","-0.28%"
"Apr 29, 2020","8,914.71","8,802.70","8,957.26","8,765.01","1.03B","3.57%"
"Apr 28, 2020","8,607.73","8,825.68","8,830.57","8,600.70","846.77M","-1.40%"
"Apr 27, 2020","8,730.16","8,717.98","8,754.57","8,697.37","807.92M","1.11%"
"Apr 24, 2020","8,634.52","8,530.08","8,642.93","8,464.42","797.88M","1.65%"
"Apr 23, 2020","8,494.75","8,528.84","8,635.22","8,475.20","854.52M","-0.01%"
"Apr 22, 2020","8,495.38","8,434.55","8,537.30","8,404.54","733.43M","2.81%"
"Apr 21, 2020","8,263.23","8,460.69","8,480.29","8,215.69","881.56M","-3.48%"
"Apr 20, 2020","8,560.73","8,553.38","8,684.91","8,553.38","876.31M","-1.03%"
"Apr 17, 2020","8,650.14","8,667.48","8,670.30","8,531.69","1.06B","1.38%"
"Apr 16, 2020","8,532.36","8,479.11","8,560.16","8,393.27","919.56M","1.66%"
"Apr 15, 2020","8,393.18","8,355.96","8,464.66","8,308.79","794.06M","-1.44%"
"Apr 14, 2020","8,515.74","8,353.21","8,531.11","8,338.08","849.82M","3.95%"
"Apr 13, 2020","8,192.42","8,127.69","8,200.44","8,035.95","761.87M","0.48%"
"Apr 09, 2020","8,153.58","8,169.01","8,227.91","8,072.32","925.80M","0.77%"
"Apr 08, 2020","8,090.90","7,975.72","8,114.43","7,901.94","838.25M","2.58%"
"Apr 07, 2020","7,887.26","8,129.99","8,146.43","7,881.22","1.00B","-0.33%"
"Apr 06, 2020","7,913.24","7,660.17","7,938.33","7,617.79","980.15M","7.33%"
"Apr 03, 2020","7,373.08","7,477.27","7,518.72","7,288.11","836.10M","-1.53%"
"Apr 02, 2020","7,487.31","7,317.45","7,501.70","7,307.95","912.99M","1.72%"
"Apr 01, 2020","7,360.58","7,459.50","7,566.37","7,301.98","914.11M","-4.41%"
"Mar 31, 2020","7,700.10","7,740.06","7,880.31","7,642.86","1.10B","-0.95%"
"Mar 30, 2020","7,774.15","7,583.46","7,784.35","7,539.97","926.45M","3.62%"
"Mar 27, 2020","7,502.38","7,554.25","7,716.24","7,491.13","1.00B","-3.79%"
"Mar 26, 2020","7,797.54","7,462.21","7,809.83","7,462.21","1.01B","5.60%"
"Mar 25, 2020","7,384.29","7,421.36","7,671.21","7,276.40","1.19B","-0.45%"
"Mar 24, 2020","7,417.86","7,196.15","7,418.37","7,169.86","1.15B","8.12%"
"Mar 23, 2020","6,860.67","6,847.28","6,984.94","6,631.42","1.08B","-0.27%"
"Mar 20, 2020","6,879.52","7,248.07","7,354.44","6,854.67","1.64B","-3.79%"
"Mar 19, 2020","7,150.58","6,996.45","7,341.38","6,858.38","1.19B","2.30%"
"Mar 18, 2020","6,989.84","6,902.32","7,182.83","6,686.36","1.26B","-4.70%"
"Mar 17, 2020","7,334.78","6,904.59","7,406.23","6,828.91","1.29B","6.23%"
"Mar 16, 2020","6,904.59","7,392.73","7,422.20","6,882.86","1.27B","-12.32%"
"Mar 13, 2020","7,874.88","7,610.39","7,875.93","7,219.09","1.25B","9.35%"
"Mar 12, 2020","7,201.80","7,398.58","7,712.33","7,194.67","1.34B","-9.43%"
"Mar 11, 2020","7,952.05","8,136.25","8,181.36","7,850.94","1.06B","-4.70%"
"Mar 10, 2020","8,344.25","8,219.76","8,347.40","7,930.43","1.12B","4.95%"
"Mar 09, 2020","7,950.68","7,957.93","8,243.31","7,943.16","1.20B","-7.29%"
"Mar 06, 2020","8,575.62","8,469.01","8,612.36","8,375.13","1.05B","-1.86%"
"Mar 05, 2020","8,738.59","8,790.09","8,921.08","8,677.39","901.11M","-3.10%"
"Mar 04, 2020","9,018.09","8,834.10","9,019.96","8,757.66","878.06M","3.85%"
"Mar 03, 2020","8,684.09","8,965.10","9,070.32","8,602.89","1.10B","-2.99%"
"Mar 02, 2020","8,952.17","8,667.14","8,952.81","8,543.35","1.10B","4.49%"
"Feb 28, 2020","8,567.37","8,269.74","8,591.82","8,264.16","1.44B","0.01%"
"Feb 27, 2020","8,566.48","8,744.03","8,904.11","8,562.05","1.15B","-4.61%"
"Feb 26, 2020","8,980.77","9,011.55","9,148.32","8,927.80","870.35M","0.17%"
"Feb 25, 2020","8,965.61","9,301.20","9,315.26","8,940.49","871.82M","-2.77%"
"Feb 24, 2020","9,221.28","9,188.44","9,322.88","9,166.01","795.20M","-3.71%"
"Feb 21, 2020","9,576.59","9,708.01","9,715.95","9,542.33","699.67M","-1.79%"
"Feb 20, 2020","9,750.97","9,799.20","9,820.86","9,636.94","646.92M","-0.67%"
"Feb 19, 2020","9,817.18","9,782.81","9,838.37","9,777.10","580.07M","0.87%"
"Feb 18, 2020","9,732.74","9,679.04","9,747.68","9,675.80","555.31M","0.02%"
"Feb 14, 2020","9,731.18","9,728.90","9,746.36","9,693.05","536.34M","0.20%"
"Feb 13, 2020","9,711.97","9,657.04","9,748.32","9,650.02","545.84M","-0.14%"
"Feb 12, 2020","9,725.96","9,688.60","9,728.77","9,666.68","589.71M","0.90%"
"Feb 11, 2020","9,638.94","9,680.89","9,714.74","9,617.21","567.80M","0.11%"
"Feb 10, 2020","9,628.39","9,493.63","9,628.66","9,493.63","546.60M","1.13%"
"Feb 07, 2020","9,520.51","9,526.64","9,570.09","9,496.53","549.79M","-0.54%"
"Feb 06, 2020","9,572.15","9,540.98","9,575.66","9,505.68","582.67M","0.67%"
"Feb 05, 2020","9,508.68","9,574.10","9,574.93","9,454.93","625.91M","0.43%"
"Feb 04, 2020","9,467.97","9,398.39","9,485.38","9,374.05","607.83M","2.10%"
"Feb 03, 2020","9,273.40","9,190.72","9,299.85","9,188.55","623.27M","1.34%"
"Jan 31, 2020","9,150.94","9,324.33","9,324.80","9,123.22","695.77M","-1.59%"
"Jan 30, 2020","9,298.93","9,211.15","9,303.00","9,185.18","573.68M","0.26%"
"Jan 29, 2020","9,275.16","9,318.26","9,329.11","9,249.04","548.87M","0.06%"
"Jan 28, 2020","9,269.68","9,201.82","9,288.87","9,182.33","530.77M","1.43%"
"Jan 27, 2020","9,139.31","9,092.46","9,185.45","9,088.04","686.78M","-1.89%"
"Jan 24, 2020","9,314.91","9,446.20","9,451.43","9,273.23","629.47M","-0.93%"
"Jan 23, 2020","9,402.48","9,377.72","9,409.20","9,334.13","611.04M","0.20%"
"Jan 22, 2020","9,383.77","9,413.61","9,439.29","9,375.13","580.34M","0.14%"
"Jan 21, 2020","9,370.81","9,361.07","9,397.58","9,350.20","691.60M","-0.19%"
"Jan 17, 2020","9,388.94","9,392.37","9,393.48","9,346.81","659.47M","0.34%"
"Jan 16, 2020","9,357.13","9,313.44","9,357.92","9,301.32","567.15M","1.06%"
"Jan 15, 2020","9,258.69","9,253.76","9,298.82","9,231.14","584.77M","0.08%"
"Jan 14, 2020","9,251.33","9,270.61","9,298.33","9,226.49","624.22M","-0.24%"
"Jan 13, 2020","9,273.93","9,213.72","9,274.49","9,193.06","605.16M","1.04%"
"Jan 10, 2020","9,178.86","9,232.94","9,235.20","9,164.66","585.08M","-0.27%"
"Jan 09, 2020","9,203.43","9,202.27","9,215.95","9,158.50","601.33M","0.81%"
"Jan 08, 2020","9,129.24","9,068.03","9,168.89","9,059.38","595.81M","0.67%"
"Jan 07, 2020","9,068.58","9,076.65","9,091.93","9,042.55","552.23M","-0.03%"
"Jan 06, 2020","9,071.47","8,943.50","9,072.41","8,943.50","690.23M","0.56%"
"Jan 03, 2020","9,020.77","8,976.43","9,065.76","8,976.43","618.56M","-0.79%"
"Jan 02, 2020","9,092.19","9,039.46","9,093.43","9,010.89","654.95M","1.33%"
